code,laboratoire,nom,dci,dosage,unite_dosage,forme,presentation,ppv,ph,ppv_br,princeps_generique,classe_therapeutique,taux_remboursement_cnss
6118001180653,MAPHAR,CLIMASTON,DYDROGESTERONE, 5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,86.00,53.70,86.00,A,TRAITEMENT HORMONAL,0
6118001180639,MAPHAR,CLIMASTON,DYDROGESTERONE, 10,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,86.00,53.70,86.00,A,TRAITEMENT HORMONAL,0
6118001180646,MAPHAR,CLIMASTON,ESTRADIOL,2 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,86.00,53.70,86.00,A,TRAITEMENT HORMONAL,0
6118001071463,SOTHEMA,CLOBEX 500 µG,PROPIONATE DE CLOBETASOL,500,µG,SHAMPOOING,1 FLACON 125 ML,205.00,128.50,205.00,A,ANTIPSORIASIQUE,0
6118000180142,SYNTHEMEDIC,CLOFENE,DICLOFENAC,25,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 20 COMPRIME,19.20,12.00,16.80,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180128,SYNTHEMEDIC,CLOFENE,DICLOFENAC,1,%,EMULSION GELIFIEE,1 TUBE 30 G,25.70,16.00,25.70,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,0
6118000180159,SYNTHEMEDIC,CLOFENE,DICLOFENAC,50,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 20 COMPRIME ENROBE GASTRO-RESISTANT,29.10,18.20,29.10,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180166,SYNTHEMEDIC,CLOFENE,DICLOFENAC,100,MG,SUPPOSITOIRE,1 BOITE 5 SUPPOSITOIRE,19.20,12.00,19.20,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180616,SYNTHEMEDIC,CLOFENE,DICLOFENAC,75,MG,SOLUTION INJECTABLE,1 BOITE 3 AMPOULE INJECTABLE,20.50,12.80,20.50,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180302,SYNTHEMEDIC,CLOFENE,DICLOFENAC,50,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,23.80,14.90,23.80,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180319,SYNTHEMEDIC,CLOFENE,DICLOFENAC,75,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,8.50,5.30,8.50,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000180135,SYNTHEMEDIC,CLOFENE,DICLOFENAC,1,%,EMULSION GELIFIEE,1 TUBE 60 G,39.00,24.40,39.00,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,0
6118001080311,AVENTIS,CLOMID,CLOMIFENE,50,MG,COMPRIME,1 BOITE 10 COMPRIME,68.60,42.90,,A,ANTIOESTROGENE,0
6118000070337,AFRIC-PHAR,CLOMITER,CLOTRIMAZOLE,1,%,CREME,1 TUBE 30 G,27.70,17.30,27.70,N,ANTIFONGIQUE,70
6118000070344,AFRIC-PHAR,CLOMITER,CLOTRIMAZOLE,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 30 ML,27.00,16.90,27.00,N,ANTIFONGIQUE,70
6118000051367,PHI,CLOPICARD 75MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 15 COMPRIME PELLICULE,90.00,56.30,90.00,A,ANTIAGREGANT PLAQUETTAIRE,70
6118000051374,PHI,CLOPICARD 75MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,170.00,106.30,170.00,A,ANTIAGREGANT PLAQUETTAIRE,70
6118000420088,ATLAS PHARM,CLOPIDOGREL GT 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,97.20,60.70,,A,ANTIAGREGANT PLAQUETTAIRE,0
6118000330356,ATLAS PHARM,CLOPIDOGREL GT 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,447.00,297.00,447.00,A,ANTIAGREGANT PLAQUETTAIRE,70
6118000420101,ATLAS PHARM,CLOPIDOGREL GT 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME PELLICULE,447.00,297.00,447.00,A,ANTIAGREGANT PLAQUETTAIRE,70
6118000420095,ATLAS PHARM,CLOPIDOGREL GT 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,255.00,159.90,255.00,A,ANTIAGREGANT PLAQUETTAIRE,70
6118000330349,ATLAS PHARM,CLOPIDOGREL GT 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,255.00,159.90,255.00,A,ANTIAGREGANT PLAQUETTAIRE,70
6118001184026,MAPHAR,CLOPIDOGREL WIN,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,183.00,114.30,,A,ANTIAGREGANT PLAQUETTAIRE,0
6118001184019,MAPHAR,CLOPIDOGREL WIN,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,316.00,210.00,,A,ANTIAGREGANT PLAQUETTAIRE,0
6118000031260,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,10,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,9.00,5.60,9.00,A,ANTIEMETIQUE,70
6118000031277,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,10,MG,SOLUTION INJECTABLE,4 AMPOULE 2 ML,8.60,5.40,8.60,A,ANTIEMETIQUE,70
6118000031291,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,0.1,%,SOLUTION BUVABLE,1 FLACON 130 ML,17.10,10.70,17.10,A,ANTIEMETIQUE,70
6118000031284,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,0.26,%,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 60 ML,13.10,8.20,13.10,A,ANTIEMETIQUE,70
6118000030157,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,10,MG,SOLUTION INJECTABLE,10 AMPOULE 2 ML,20.80,13.00,20.80,A,ANTIEMETIQUE,70
6118000030164,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,10,MG,COMPRIME,1 BOITE 40 COMPRIME,16.20,10.10,16.20,A,ANTIEMETIQUE,70
6118000031253,LAPROPHAN,CLOPRAME,METOCLOPRAMIDE,20,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,13.60,8.50,13.60,A,ANTIEMETIQUE,70
6118000021148,SOTHEMA,CLORACEF,CEFACLOR,500,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,126.20,78.80,126.20,A,CEPHALOSPORINE,70
6118010130755,SOTHEMA,CLORACEF,CEFACLOR,500,MG,GELULE,1 BOITE 12 GELULE,121.50,75.90,121.50,A,CEPHALOSPORINE,0
6118000021124,SOTHEMA,CLORACEF,CEFACLOR,250,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,69.20,43.20,69.20,A,CEPHALOSPORINE,70
6118000021117,SOTHEMA,CLORACEF,CEFACLOR,125,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,43.50,27.20,43.50,A,CEPHALOSPORINE,70
6118010131967,NOVARTIS,CLOROTIR,CEFACLOR,125,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,43.50,27.20,43.50,A,CEPHALOSPORINE,0
6118010131974,NOVARTIS,CLOROTIR,CEFACLOR,250,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,69.20,43.20,69.20,A,CEPHALOSPORINE,0
6118001230808,HEMOLAB,CLOTTAFACT 1.5 G/100 ML,FIBRINOGENE,1.5,G/ML,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON DE POUDRE + FLACON DE SOLVANT,7356.00,7161.00,7356.00,A,ANTIHEMORRAGIQUE,70
6118000360193,RIM,CO MEDZAR 100/25 MG,LOSARTAN,100 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,150.80,94.30,150.80,A,ANTIHYPERTENSEUR,70
6118000360193,RIM,CO MEDZAR 100/25 MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,150.80,94.30,150.80,A,ANTIHYPERTENSEUR,70
6118000360186,RIM,CO MEDZAR 50/12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,106.70,66.70,106.70,A,ANTIHYPERTENSEUR,70
6118000360186,RIM,CO MEDZAR 50/12.5 MG,LOSARTAN,50 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,106.70,66.70,106.70,A,ANTIHYPERTENSEUR,70
6118000181125,SYNTHEMEDIC,CO VEZAR 150/12.5 MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,129.80,81.10,129.80,A,ANTIHYPERTENSEUR,70
6118000181125,SYNTHEMEDIC,CO VEZAR 150/12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,129.80,81.10,129.80,A,ANTIHYPERTENSEUR,70
6118000181118,SYNTHEMEDIC,CO VEZAR 300/12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,158.20,98.90,158.20,A,ANTIHYPERTENSEUR,70
6118000181118,SYNTHEMEDIC,CO VEZAR 300/12.5 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,158.20,98.90,158.20,A,ANTIHYPERTENSEUR,70
6118000181101,SYNTHEMEDIC,CO VEZAR 300/25 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,160.90,100.50,160.90,A,ANTIHYPERTENSEUR,70
6118000181101,SYNTHEMEDIC,CO VEZAR 300/25 MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,160.90,100.50,160.90,A,ANTIHYPERTENSEUR,70
6118000340676,MC PHARMA,"CO-ACARD 50 MG / 12,5 MG",LOSARTAN,50 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,60.60,37.90,60.60,A,ANTIHYPERTENSEUR,70
6118000340683,MC PHARMA,"CO-ACARD 50 MG / 12,5 MG",LOSARTAN,50 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,106.70,66.70,106.70,A,ANTIHYPERTENSEUR,70
6118000340683,MC PHARMA,"CO-ACARD 50 MG / 12,5 MG",HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,106.70,66.70,106.70,A,ANTIHYPERTENSEUR,70
6118000340676,MC PHARMA,"CO-ACARD 50 MG / 12,5 MG",HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,60.60,37.90,60.60,A,ANTIHYPERTENSEUR,70
6118000061854,AVENTIS,CO-AMAREL 2 MG/ 500 MG,GLIMEPIRIDE,2 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,125.00,78.10,,A,ANTIDIABETIQUES,0
6118000061854,AVENTIS,CO-AMAREL 2 MG/ 500 MG,METFORMINE, 500,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,125.00,78.10,,A,ANTIDIABETIQUES,0
6118000390084,AMANYS PHARMA,CO-AMOXICLAV SP,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,115.90,72.40,115.90,A,PENICILLINE,70
6118000390077,AMANYS PHARMA,CO-AMOXICLAV SP,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,86.90,54.30,86.90,A,PENICILLINE,70
6118000390077,AMANYS PHARMA,CO-AMOXICLAV SP,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,86.90,54.30,86.90,A,PENICILLINE,70
6118000390152,AMANYS PHARMA,CO-AMOXICLAV SP,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,153.00,95.60,153.00,A,PENICILLINE,70
6118000390152,AMANYS PHARMA,CO-AMOXICLAV SP,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,153.00,95.60,153.00,A,PENICILLINE,70
6118000390084,AMANYS PHARMA,CO-AMOXICLAV SP,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,115.90,72.40,115.90,A,PENICILLINE,70
6118000390169,AMANYS PHARMA,CO-AMOXICLAV SP,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,109.10,68.20,109.10,A,PENICILLINE,70
6118000390169,AMANYS PHARMA,CO-AMOXICLAV SP,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,109.10,68.20,109.10,A,PENICILLINE,70
6118000390053,AMANYS PHARMA,CO-AMOXICLAV SP ENFANT,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,62.00,38.70,62.00,A,PENICILLINE,70
6118000390053,AMANYS PHARMA,CO-AMOXICLAV SP ENFANT,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,62.00,38.70,62.00,A,PENICILLINE,70
6118000390107,AMANYS PHARMA,CO-AMOXICLAV SP ENFANT,AMOXICILLINE,100 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,58.90,36.80,58.90,A,PENICILLINE,70
6118000390107,AMANYS PHARMA,CO-AMOXICLAV SP ENFANT,ACIDE CLAVULANIQUE, 12.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,58.90,36.80,58.90,A,PENICILLINE,70
6118000390060,AMANYS PHARMA,CO-AMOXICLAV SP ENFANT,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,82.50,51.60,82.50,A,PENICILLINE,70
6118000390060,AMANYS PHARMA,CO-AMOXICLAV SP ENFANT,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,82.50,51.60,82.50,A,PENICILLINE,70
6118000390091,AMANYS PHARMA,CO-AMOXICLAV SP NOURISSON,ACIDE CLAVULANIQUE, 12.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,34.20,21.40,34.20,A,PENICILLINE,70
6118000390091,AMANYS PHARMA,CO-AMOXICLAV SP NOURISSON,AMOXICILLINE,100 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,34.20,21.40,34.20,A,PENICILLINE,70
6118000051060,PHI,CO-ANGINIB,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME,1 BOITE 60 COMPRIME,205.00,128.60,205.00,A,ANTIHYPERTENSEUR,70
6118000051060,PHI,CO-ANGINIB,LOSARTAN,50 ,MG,COMPRIME,1 BOITE 60 COMPRIME,205.00,128.60,205.00,A,ANTIHYPERTENSEUR,70
6118000050704,PHI,CO-ANGINIB,LOSARTAN,50 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,114.30,71.50,114.30,A,ANTIHYPERTENSEUR,70
6118000050704,PHI,CO-ANGINIB,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,114.30,71.50,114.30,A,ANTIHYPERTENSEUR,70
6118000331629,ZENITH PHARMA,CO-ARAPRO 150 MG/12.5 MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,129.80,81.10,129.80,A,ANTIHYPERTENSEUR,70
6118000331629,ZENITH PHARMA,CO-ARAPRO 150 MG/12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,129.80,81.10,129.80,A,ANTIHYPERTENSEUR,70
6118000331667,ZENITH PHARMA,CO-ARAPRO 300 MG/25 MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,160.90,100.50,160.90,A,ANTIHYPERTENSEUR,70
6118000331667,ZENITH PHARMA,CO-ARAPRO 300 MG/25 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,160.90,100.50,160.90,A,ANTIHYPERTENSEUR,70
6118000022619,SOTHEMA,CO-AVEPRO,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,85.00,53.10,85.00,A,ANTIHYPERTENSEUR,70
6118000022596,SOTHEMA,CO-AVEPRO,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,87.30,54.60,87.30,A,ANTIHYPERTENSEUR,70
6118000022596,SOTHEMA,CO-AVEPRO,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,87.30,54.60,87.30,A,ANTIHYPERTENSEUR,70
6118000022602,SOTHEMA,CO-AVEPRO,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,163.00,101.90,163.00,A,ANTIHYPERTENSEUR,70
6118000022626,SOTHEMA,CO-AVEPRO,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,158.00,98.70,158.00,A,ANTIHYPERTENSEUR,70
6118000022602,SOTHEMA,CO-AVEPRO,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,163.00,101.90,163.00,A,ANTIHYPERTENSEUR,70
6118000022626,SOTHEMA,CO-AVEPRO,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,158.00,98.70,158.00,A,ANTIHYPERTENSEUR,70
6118000022619,SOTHEMA,CO-AVEPRO,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,85.00,53.10,85.00,A,ANTIHYPERTENSEUR,70
6118000097167,PHARMA 5,CO-CARDIZAR,LOSARTAN,100 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,149.70,93.50,149.70,A,ANTIHYPERTENSEUR,70
6118000097082,PHARMA 5,CO-CARDIZAR,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,114.30,71.50,114.30,A,ANTIHYPERTENSEUR,70
6118000097167,PHARMA 5,CO-CARDIZAR,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,149.70,93.50,149.70,A,ANTIHYPERTENSEUR,70
6118000097082,PHARMA 5,CO-CARDIZAR,LOSARTAN,50 ,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,114.30,71.50,114.30,A,ANTIHYPERTENSEUR,70
6118000083047,COOPER MAROC,CO-ICARD 150 MG /12.5 MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,124.00,77.50,124.00,A,ANTIHYPERTENSEUR,70
6118000083030,COOPER MAROC,CO-ICARD 150 MG /12.5 MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,69.50,43.40,69.50,A,ANTIHYPERTENSEUR,70
6118000083030,COOPER MAROC,CO-ICARD 150 MG /12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,69.50,43.40,69.50,A,ANTIHYPERTENSEUR,70
6118000083047,COOPER MAROC,CO-ICARD 150 MG /12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,124.00,77.50,124.00,A,ANTIHYPERTENSEUR,70
6118000083054,COOPER MAROC,CO-ICARD 300 MG /12.5 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,85.00,53.10,85.00,A,ANTIHYPERTENSEUR,70
6118000083061,COOPER MAROC,CO-ICARD 300 MG /12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,158.00,98.70,158.00,A,ANTIHYPERTENSEUR,70
6118000083054,COOPER MAROC,CO-ICARD 300 MG /12.5 MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,85.00,53.10,85.00,A,ANTIHYPERTENSEUR,70
6118000083061,COOPER MAROC,CO-ICARD 300 MG /12.5 MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,158.00,98.70,158.00,A,ANTIHYPERTENSEUR,70
6118000330936,ZENITH PHARMA,CO-IPREL 20MG/12.5MG,ENALAPRIL,20 ,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,71.50,44.70,71.50,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118000330936,ZENITH PHARMA,CO-IPREL 20MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,71.50,44.70,71.50,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118001183548,MAPHAR,CO-IRBEWIN,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,110.00,68.70,,A,ANTIHYPERTENSEUR,0
6118001183531,MAPHAR,CO-IRBEWIN,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,124.00,77.50,124.00,A,ANTIHYPERTENSEUR,0
6118001183555,MAPHAR,CO-IRBEWIN,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,198.00,123.70,,A,ANTIHYPERTENSEUR,0
6118001183531,MAPHAR,CO-IRBEWIN,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,124.00,77.50,124.00,A,ANTIHYPERTENSEUR,0
6118001183524,MAPHAR,CO-IRBEWIN,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,69.50,43.40,,A,ANTIHYPERTENSEUR,0
6118001183548,MAPHAR,CO-IRBEWIN,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,110.00,68.70,,A,ANTIHYPERTENSEUR,0
6118001183524,MAPHAR,CO-IRBEWIN,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,69.50,43.40,,A,ANTIHYPERTENSEUR,0
6118001183555,MAPHAR,CO-IRBEWIN,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,198.00,123.70,,A,ANTIHYPERTENSEUR,0
6118000071969,AFRIC-PHAR,CO-IRVEL 150MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,69.50,43.40,69.50,A,ANTIHYPERTENSEUR,70
6118000071952,AFRIC-PHAR,CO-IRVEL 150MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME PELLICULE,35.20,22.00,35.20,A,ANTIHYPERTENSEUR,70
6118000071976,AFRIC-PHAR,CO-IRVEL 150MG/12.5MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,124.00,77.50,124.00,A,ANTIHYPERTENSEUR,70
6118000071976,AFRIC-PHAR,CO-IRVEL 150MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,124.00,77.50,124.00,A,ANTIHYPERTENSEUR,70
6118000071952,AFRIC-PHAR,CO-IRVEL 150MG/12.5MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME PELLICULE,35.20,22.00,35.20,A,ANTIHYPERTENSEUR,70
6118000071969,AFRIC-PHAR,CO-IRVEL 150MG/12.5MG,IRBESARTAN,150 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,69.50,43.40,69.50,A,ANTIHYPERTENSEUR,70
6118000072751,AFRIC-PHAR,CO-IRVEL 300 MG/25MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,85.00,53.10,85.00,A,ANTIHYPERTENSEUR,70
6118000072768,AFRIC-PHAR,CO-IRVEL 300 MG/25MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,153.60,96.00,153.60,A,ANTIHYPERTENSEUR,70
6118000072768,AFRIC-PHAR,CO-IRVEL 300 MG/25MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,153.60,96.00,153.60,A,ANTIHYPERTENSEUR,70
6118000072751,AFRIC-PHAR,CO-IRVEL 300 MG/25MG,HYDROCHLOROTHIAZIDE, 25,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,85.00,53.10,85.00,A,ANTIHYPERTENSEUR,70
6118000072003,AFRIC-PHAR,CO-IRVEL 300MG/12.5MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,158.00,98.70,158.00,A,ANTIHYPERTENSEUR,70
6118000071983,AFRIC-PHAR,CO-IRVEL 300MG/12.5MG,IRBESARTAN,300 ,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME PELLICULE,42.50,26.50,42.50,A,ANTIHYPERTENSEUR,70
6118000071983,AFRIC-PHAR,CO-IRVEL 300MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME PELLICULE,42.50,26.50,42.50,A,ANTIHYPERTENSEUR,70
6118000072003,AFRIC-PHAR,CO-IRVEL 300MG/12.5MG,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,158.00,98.70,158.00,A,ANTIHYPERTENSEUR,70
