code,laboratoire,nom,dci,dosage,unite_dosage,forme,presentation,ppv,ph,ppv_br,princeps_generique,classe_therapeutique,taux_remboursement_cnss
6118010138546,RIM,18-FDG RIM,FLUDESOXYGLUCOSE (18F),250BQ,ML,SOLUTION INJECTABLE,1 FLACON MONO DOSE 15 ML,4303.00,4018.00,,A,PRODUITS POUR DIAGNOSTIC,0
6118000010050,MAPHAR,ABBOTICINE,ERYTHROMYCINE,200,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,25.10,15.70,25.10,A,MACROLIDE,70
6118001183203,MAPHAR,ABILIFY 10 MG,ARIPIPRAZOLE,10,MG,COMPRIME,1 BOITE 28 COMPRIME,1200.00,927.00,,A,ANTIPSYCHOTIQUE,0
6118001183210,MAPHAR,ABILIFY 15 MG,ARIPIPRAZOLE,15,MG,COMPRIME,1 BOITE 28 COMPRIME,1200.00,927.00,,A,ANTIPSYCHOTIQUE,0
6118000440567,KEMIPHARM,ABIP 15 MG,ARIPIPRAZOLE,15,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,372.00,247.00,372.00,A,ANTIPSYCHOTIQUE,70
6118000440550,KEMIPHARM,ABIP 15 MG,ARIPIPRAZOLE,15,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,268.00,168.00,268.00,A,ANTIPSYCHOTIQUE,70
6118001330867,AMANYS PHARMA,ABIRANAT 250 MG,ACETATE D'ABIRATERONE,250,MG,COMPRIME,1 FLACON 120 COMPRIME,10411.00,10215.00,10411.00,A,ANTINEOPLASIQUE ET IMMUNOMODULATEUR,70
6118000420422,ATLAS PHARM,ABIRATERONE GT 250 MG,ACETATE D'ABIRATERONE,250,MG,COMPRIME,1 BOITE 120 COMPRIME,10411.00,10215.00,10411.00,A,ANTINEOPLASIQUE ET IMMUNOMODULATEUR,70
6118001072330,SOTHEMA,ABSTRAL 100µG,FENTANYL,100,µG,COMPRIME SUBLINGUAL,1 BOITE 10 COMPRIME SUBLINGUAL,876.00,582.00,876.00,B,ANALGESIQUE OPIOIDE,70
6118001072347,SOTHEMA,ABSTRAL 200µG,FENTANYL,200,µG,COMPRIME SUBLINGUAL,1 BOITE 10 COMPRIME SUBLINGUAL,876.00,582.00,876.00,B,ANALGESIQUE OPIOIDE,70
6118001072354,SOTHEMA,ABSTRAL 400µG,FENTANYL,400,µG,COMPRIME SUBLINGUAL,1 BOITE 10 COMPRIME SUBLINGUAL,876.00,582.00,876.00,B,ANALGESIQUE OPIOIDE,70
6118010134258,LAPROPHAN,ACARBOSE LAPROPHAN,ACARBOSE,50,MG,COMPRIME,1 BOITE 30 COMPRIME,42.20,26.40,,A,ANTIDIABETIQUES,0
6118010134241,LAPROPHAN,ACARBOSE LAPROPHAN,ACARBOSE,100,MG,COMPRIME,1 BOITE 30 COMPRIME,64.40,40.20,,A,ANTIDIABETIQUES,0
6118010139901,LAPROPHAN,ACARBOSE LAPROPHAN,ACARBOSE,100,MG,COMPRIME,1 BOITE 90 COMPRIME,166.10,103.80,,A,ANTIDIABETIQUES,0
6118010139918,LAPROPHAN,ACARBOSE LAPROPHAN,ACARBOSE,50,MG,COMPRIME,1 BOITE 90 COMPRIME,109.00,68.10,,A,ANTIDIABETIQUES,0
6118000340669,MC PHARMA,ACARD 50 MG,LOSARTAN,50,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,77.20,48.20,77.20,A,ANTAGONISTE DE L'ANGIOTENSINE II,70
6118000340652,MC PHARMA,ACARD 50 MG,LOSARTAN,50,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,40.00,25.00,40.00,A,ANTAGONISTE DE L'ANGIOTENSINE II,70
6118001170371,PFIZER,ACCUPRIL,QUINAPRIL,5,MG,COMPRIME ENROBE SECABLE,1 BOITE 28 COMPRIME ENROBE,37.50,23.40,37.50,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118001170388,PFIZER,ACCUPRIL,QUINAPRIL,20,MG,COMPRIME ENROBE SECABLE,1 BOITE 28 COMPRIME ENROBE,70.10,43.80,70.10,A,ANTIHYPERTENSEUR,70
6118001273669,ZENITH PHARMA,ACCURECIL 250 MG,FLUOROURACIL,250,MG,SOLUTION INJECTABLE POUR PERFUSION,1 BOITE 1 FLACON,27.00,16.90,27.00,A,ANTINEOPLASIQUE CYTOTOXIQUE,70
6118001273652,ZENITH PHARMA,ACCURECIL 500 MG,FLUOROURACIL,500,MG,SOLUTION INJECTABLE POUR PERFUSION,1 FLACON 10 ML,45.90,28.70,45.90,A,ANTINEOPLASIQUE CYTOTOXIQUE,70
6118000130802,GENPHARMA,ACEPRIL,PERINDOPRIL,8,MG,COMPRIME,1 BOITE 28 COMPRIME,133.10,83.20,133.10,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118000130789,GENPHARMA,ACEPRIL,PERINDOPRIL,2,MG,COMPRIME,1 BOITE 28 COMPRIME,44.00,27.50,44.00,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118000130796,GENPHARMA,ACEPRIL,PERINDOPRIL,4,MG,COMPRIME,1 BOITE 28 COMPRIME,85.90,53.70,85.90,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118000130819,GENPHARMA,ACEPRIL PLUS,INDAPAMIDE, 1.25,MG,COMPRIME,1 BOITE 28 COMPRIME,118.00,73.70,118.00,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118000130819,GENPHARMA,ACEPRIL PLUS,PERINDOPRIL,4 ,MG,COMPRIME,1 BOITE 28 COMPRIME,118.00,73.70,118.00,A,INHIBITEUR DE L ENZYME DE CONVERSION,70
6118000260172,SOLUDIA,ACETATE,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L,172.80,108.00,161.40,N,HEMODIALYSE,70
6118000260189,SOLUDIA,ACETATE,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L,172.80,108.00,161.40,N,HEMODIALYSE,70
6118000260196,SOLUDIA,ACETATE,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L,172.80,108.00,161.40,N,HEMODIALYSE,70
6118000260202,SOLUDIA,ACETATE,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L,172.80,108.00,161.40,N,HEMODIALYSE,70
6118000270072,ERGO,ACETATE EM 142,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 5 L,83.20,52.00,83.20,N,HEMODIALYSE,70
6118000430025,VERSALYA,ACFOL,ACIDE FOLIQUE,5,MG,COMPRIME,1 BOITE 28 COMPRIME,24.50,15.30,24.50,N,ANTIANEMIQUE,70
6118001460427,ISIO LABORATOIRES,ACICLOVIR ISIO 250 MG,ACICLOVIR,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,104.10,65.10,104.10,A,ANTIVIRAL,70
6118001460441,ISIO LABORATOIRES,ACICLOVIR ISIO 250 MG,ACICLOVIR,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON,783.00,520.00,783.00,A,ANTIVIRAL,70
6118001460434,ISIO LABORATOIRES,ACICLOVIR ISIO 250 MG,ACICLOVIR,250,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 5 FLACON,450.00,299.00,450.00,A,ANTIVIRAL,70
6118001430086,MYLAN PHARMACEUTICALS,ACICLOVIR MYLAN,ACICLOVIR,250,MG,POUDRE POUR SOLUTION INJECTABLE,5 FLACON 10 ML,628.00,417.00,628.00,A,ANTIVIRAL,70
6118001380046,ATLAS PHARM,ACIDE ALENDRONIQUE GT,ALENDRONATE,70,MG,COMPRIME PELLICULE,1 BOITE 4 COMPRIME,164.50,102.80,164.50,A,BIPHOSPHONATE,70
6118000230366,IBERMA,ACIDE ALENDRONIQUE NORMON 70 MG,ALENDRONATE,70,MG,COMPRIME,1 BOITE 4 COMPRIME,164.50,102.80,164.50,A,BIPHOSPHONATE,70
6118000270157,ERGO,ACIDE DEXTROSE D1 EM D1,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 5 L,71.70,44.80,71.70,N,HEMODIALYSE,70
6118000270102,ERGO,ACIDE DEXTROSE EM 80 D2,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 5 L,80.00,50.00,80.00,N,HEMODIALYSE,70
6118000270140,ERGO,ACIDE EM,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 5 L,75.00,46.90,71.70,N,HEMODIALYSE,70
6118000270126,ERGO,ACIDE EM,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L,144.00,90.00,108.80,N,HEMODIALYSE,70
6118000012955,MAPHAR,ACIDE TIAPROFENIQUE WIN,ACIDE TIAPROFENIQUE,100,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,26.00,16.20,,A,ANTI-INFLAMMATOIRE NON STEROIDIEN,0
6118000012948,MAPHAR,ACIDE TIAPROFENIQUE WIN,ACIDE TIAPROFENIQUE,100,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME SECABLE,20.00,12.50,,A,ANTI-INFLAMMATOIRE NON STEROIDIEN,0
6118000012931,MAPHAR,ACIDE TIAPROFENIQUE WIN,ACIDE TIAPROFENIQUE,100,MG,COMPRIME SECABLE,1 BOITE 10 COMPRIME SECABLE,11.60,7.20,,A,ANTI-INFLAMMATOIRE NON STEROIDIEN,0
6118001102082,COOPER MAROC,ACIDE ZOLEDRONIQUE COOPER 4 MG,ACIDE ZOLEDRONIQUE,4,MG,LYOPHILISAT ET SOLVANT POUR PERFUSION IV,1 BOITE 1 FLACON DE LYOPHILISAT DE 10 ML ET AMPOULE DE SOLVANT DE 5 ML,1356.00,1088.00,1356.00,A,BIPHOSPHONATE,70
6118001430048,MYLAN PHARMACEUTICALS,ACIDE ZOLEDRONIQUE MYLAN 4 MG/5 ML,ACIDE ZOLEDRONIQUE,4,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 FLACON,1356.00,1088.00,1356.00,A,BIPHOSPHONATE,70
6118001260843,PROMOPHARM,ACIDE ZOLEDRONIQUE PROMOPHARM 4 MG/ 5 ML,ACIDE ZOLEDRONIQUE,4,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,1356.00,1088.00,1356.00,A,BIPHOSPHONATE,70
6118001330249,AMANYS PHARMA,ACIDE ZOLEDRONIQUE SP 4MG/5ML,ACIDE ZOLEDRONIQUE,4,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,1255.00,983.00,1255.00,A,BIPHOSPHONATE,70
6118000041979,BOTTU,ACIGAM 100 MG,ACIDE TIAPROFENIQUE,100,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,27.00,16.90,27.00,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000041986,BOTTU,ACIGAM 200 MG,ACIDE TIAPROFENIQUE,200,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME SECABLE,33.60,21.00,33.60,C,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118000230038,IBERMA,ACIVIR,ACICLOVIR,0.1,G ,CREME,1 TUBE 2 G,25.00,,,A,ANTIVIRAL,0
6118000230045,IBERMA,ACIVIR,ACICLOVIR,0.5,G ,CREME,1 TUBE 10 G,40.00,,,A,ANTIVIRAL,0
6118001030538,NOVARTIS,ACLASTA 5MG/100ML,ACIDE ZOLEDRONIQUE,5,MG/100ML,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,3041.00,2718.00,3041.00,A,BIPHOSPHONATE,70
6118000091783,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 12.5,MG,POUDRE POUR SUSPENSION BUVABLE,2 FLACON 30 ML,60.50,37.80,60.50,A,PENICILLINE,70
6118000091707,PHARMA 5,ACLAV,AMOXICILLINE,100 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,34.20,21.40,34.20,A,PENICILLINE,70
6118000091691,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 12.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,60.50,37.80,60.50,A,PENICILLINE,70
6118000091684,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,92.50,57.80,92.50,A,PENICILLINE,70
6118000091752,PHARMA 5,ACLAV,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,174.80,109.20,174.80,A,PENICILLINE,70
6118000091684,PHARMA 5,ACLAV,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,92.50,57.80,92.50,A,PENICILLINE,70
6118000092162,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,99.50,62.20,99.50,A,PENICILLINE,70
6118000091752,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,174.80,109.20,174.80,A,PENICILLINE,70
6118000091691,PHARMA 5,ACLAV,AMOXICILLINE,100 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,60.50,37.80,60.50,A,PENICILLINE,70
6118000091790,PHARMA 5,ACLAV,AMOXICILLINE,100 ,MG,POUDRE POUR SUSPENSION BUVABLE,2 FLACON 60 ML,105.30,65.80,105.30,A,PENICILLINE,70
6118000091776,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 14 SACHET,107.50,67.20,107.50,A,PENICILLINE,70
6118000091790,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 12.5,MG,POUDRE POUR SUSPENSION BUVABLE,2 FLACON 60 ML,105.30,65.80,105.30,A,PENICILLINE,70
6118000091769,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 125,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,123.40,77.10,123.40,A,PENICILLINE,70
6118000091677,PHARMA 5,ACLAV,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,74.60,46.60,74.60,A,PENICILLINE,70
6118000091783,PHARMA 5,ACLAV,AMOXICILLINE,100 ,MG,POUDRE POUR SUSPENSION BUVABLE,2 FLACON 30 ML,60.50,37.80,60.50,A,PENICILLINE,70
6118000091677,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,74.60,46.60,74.60,A,PENICILLINE,70
6118000092179,PHARMA 5,ACLAV,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,113.50,71.00,113.50,A,PENICILLINE,70
6118000091707,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 12.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,34.20,21.40,34.20,A,PENICILLINE,70
6118000092179,PHARMA 5,ACLAV,ACIDE CLAVULANIQUE, 62.5,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET,113.50,71.00,113.50,A,PENICILLINE,70
6118000092162,PHARMA 5,ACLAV,AMOXICILLINE,500 ,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,99.50,62.20,99.50,A,PENICILLINE,70
6118000091769,PHARMA 5,ACLAV,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,123.40,77.10,123.40,A,PENICILLINE,70
6118000091776,PHARMA 5,ACLAV,AMOXICILLINE,1 ,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 14 SACHET,107.50,67.20,107.50,A,PENICILLINE,70
6118000092490,PHARMA 5,ACLAV 1G/ 200MG ADULTE,AMOXICILLINE,1 ,G ,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,30.80,19.30,30.80,A,PENICILLINE,70
6118000092490,PHARMA 5,ACLAV 1G/ 200MG ADULTE,ACIDE CLAVULANIQUE, 200,MG,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,30.80,19.30,30.80,A,PENICILLINE,70
6118000092483,PHARMA 5,ACLAV 1G/100MG ENFANT,AMOXICILLINE,1 ,G ,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,33.60,21.00,33.60,A,PENICILLINE,70
6118000092483,PHARMA 5,ACLAV 1G/100MG ENFANT,ACIDE CLAVULANIQUE, 100,MG,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,33.60,21.00,33.60,A,PENICILLINE,70
6118000092506,PHARMA 5,ACLAV 2G/200MG ADULTE,ACIDE CLAVULANIQUE, 200,MG,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,43.00,26.90,43.00,A,PENICILLINE,70
6118000092506,PHARMA 5,ACLAV 2G/200MG ADULTE,AMOXICILLINE,2 ,G ,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,43.00,26.90,43.00,A,PENICILLINE,70
6118000092513,PHARMA 5,ACLAV 500MG/500MG ENFANT ET NOURISSON,AMOXICILLINE,500 ,MG,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,18.70,11.70,18.70,A,PENICILLINE,70
6118000092513,PHARMA 5,ACLAV 500MG/500MG ENFANT ET NOURISSON,ACIDE CLAVULANIQUE, 50,MG,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON,18.70,11.70,18.70,A,PENICILLINE,70
6118001270606,ZENITH PHARMA,ACNO 10 MG,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 20 CAPSULE MOLLE,106.10,66.10,106.10,A,ANTIACNEIQUE,70
6118001270590,ZENITH PHARMA,ACNO 10 MG,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,55.80,34.80,55.80,A,ANTIACNEIQUE,70
6118001270620,ZENITH PHARMA,ACNO 10 MG,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 60 CAPSULE MOLLE,288.00,191.00,288.00,A,ANTIACNEIQUE,70
6118001270613,ZENITH PHARMA,ACNO 10 MG,ISOTRETINOINE,10,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,142.10,88.80,142.10,A,ANTIACNEIQUE,70
6118001270651,ZENITH PHARMA,ACNO 20 MG,ISOTRETINOINE,20,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,269.00,179.10,269.00,A,ANTIACNEIQUE,70
6118001270668,ZENITH PHARMA,ACNO 20 MG,ISOTRETINOINE,20,MG,CAPSULE MOLLE,1 BOITE 60 CAPSULE MOLLE,497.00,330.00,497.00,A,ANTIACNEIQUE,70
6118001270637,ZENITH PHARMA,ACNO 20 MG,ISOTRETINOINE,20,MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,106.20,66.20,106.20,A,ANTIACNEIQUE,70
6118001270644,ZENITH PHARMA,ACNO 20 MG,ISOTRETINOINE,20,MG,CAPSULE MOLLE,1 BOITE 20 CAPSULE MOLLE,202.00,125.90,202.00,A,ANTIACNEIQUE,70
6118001271177,ZENITH PHARMA,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE MOLLE,348.00,231.00,348.00,A,ANTIACNEIQUE,0
6118001271153,ZENITH PHARMA,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 10 CAPSULE MOLLE,140.40,87.50,,A,ANTIACNEIQUE,0
6118001271160,ZENITH PHARMA,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 20 CAPSULE MOLLE,250.00,156.30,,A,ANTIACNEIQUE,0
6118001271184,ZENITH PHARMA,ACNO 30 MG,ISOTRETINOINE,31.50,MG,CAPSULE MOLLE,1 BOITE 60 CAPSULE MOLLE,656.00,435.00,,A,ANTIACNEIQUE,0
6118000311126,PHARMED,ACOL 1000 MG,METFORMINE,1000,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,32.20,20.10,32.20,A,ANTIDIABETIQUES,70
6118000311140,PHARMED,ACOL 1000 MG,METFORMINE,1000,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,18.30,11.40,18.30,A,ANTIDIABETIQUES,70
6118001080014,AVENTIS,ACT HIB,VACCIN ANTI-HAEMOPHILUS INFLUENZAE TYPE B,,NA,POUDRE POUR SUSPENSION INJECTABLE,"1 SERINGUE ,5 ML",143.00,89.40,143.00,N,VACCIN SEUL ET/OU ASSOCIE CONTRE,70
6118000121046,POLYMEDIC,ACTACEPT 10 MG,DONEPEZIL,10,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,373.00,248.00,373.00,A,ANTI-CHOLINESTERASIQUE,70
6118000121039,POLYMEDIC,ACTACEPT 5 MG,DONEPEZIL,5,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,233.00,146.00,233.00,A,ANTI-CHOLINESTERASIQUE,70
6118000010067,MAPHAR,ACTAPULGITE,ATTAPULGITE DE MORMOIRON ACTIVEE,3,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 30 SACHET,22.20,13.90,22.20,N,ADSORBANTS INTESTINAUX,0
6118000010074,MAPHAR,ACTAPULGITE NOURRISSONS,ATTAPULGITE DE MORMOIRON ACTIVEE,1,G ,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET,20.30,12.70,20.30,N,ADSORBANTS INTESTINAUX,0
6118001050819,ROCHE,ACTEMRA 200MG/10ML,TOCILIZUMAB,200,MG/10ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON 20 ML,2848.00,2520.00,2848.00,A,IMMUNOSUPPRESSEUR,70
6118001050826,ROCHE,ACTEMRA 400MG/20ML,TOCILIZUMAB,400,MG/20ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON 20 ML,5296.00,5040.00,5296.00,A,IMMUNOSUPPRESSEUR,70
6118001050802,ROCHE,ACTEMRA 80MG/4ML,TOCILIZUMAB,80,MG/4ML,SOLUTION A DILUER POUR PERFUSION,1 FLACON 10 ML,1279.00,1008.00,1279.00,A,IMMUNOSUPPRESSEUR,70
6118001070015,SOTHEMA,ACTICARBINE,PAPAVERINE, 14,MG,COMPRIME ENROBE,1 BOITE 84 COMPRIME,43.80,27.40,43.80,N,ANTISPASMODIQUE MUSCULOTROPE,0
6118001070022,SOTHEMA,ACTICARBINE,CHARBON ACTIVE,70 ,MG,COMPRIME ENROBE,1 BOITE 42 COMPRIME,22.90,14.30,22.90,N,ANTISPASMODIQUE MUSCULOTROPE,0
6118001070022,SOTHEMA,ACTICARBINE,PAPAVERINE, 14,MG,COMPRIME ENROBE,1 BOITE 42 COMPRIME,22.90,14.30,22.90,N,ANTISPASMODIQUE MUSCULOTROPE,0
6118001070015,SOTHEMA,ACTICARBINE,CHARBON ACTIVE,70 ,MG,COMPRIME ENROBE,1 BOITE 84 COMPRIME,43.80,27.40,43.80,N,ANTISPASMODIQUE MUSCULOTROPE,0
6118000160014,GSK,ACTIFED,TRIPROLIDINE,2.5 ,MG,COMPRIME,1 BOITE 20 COMPRIME,20.20,13.30,,N,DECONGESTIONANT NASAL,0
6118000160021,GSK,ACTIFED,TRIPROLIDINE,0.025 ,G ,SOLUTION BUVABLE,1 FLACON 100 ML,19.85,13.10,,N,DECONGESTIONANT NASAL,0
6118000160021,GSK,ACTIFED,PSEUDOEPHEDRINE, 0.5,G ,SOLUTION BUVABLE,1 FLACON 100 ML,19.85,13.10,,N,DECONGESTIONANT NASAL,0
6118000160014,GSK,ACTIFED,PSEUDOEPHEDRINE, 50 ,MG,COMPRIME,1 BOITE 20 COMPRIME,20.20,13.30,,N,DECONGESTIONANT NASAL,0
6118000160014,GSK,ACTIFED,PARACETAMOL, 300,MG,COMPRIME,1 BOITE 20 COMPRIME,20.20,13.30,,N,DECONGESTIONANT NASAL,0
6118010136986,SOTHEMA,ACTISOUFRE,SULFURE DE SODIUM,4,MG,SOLUTION BUVABLE,30 AMPOULE 10 ML,46.40,29.00,46.40,A,MEDICAMENT DU RHUME,0
6118000030591,LAPROPHAN,ACTIVAROL C 500,ACIDE ASCORBIQUE (VITAMINE C),,NA,SOLUTION BUVABLE,1 BOITE 24 AMPOULE BUVABLE,58.80,36.70,58.80,N,ANTIASTHENIQUE,0
6118000030591,LAPROPHAN,ACTIVAROL C 500,HEMATOPORPHYRINE,,NA,SOLUTION BUVABLE,1 BOITE 24 AMPOULE BUVABLE,58.80,36.70,58.80,N,ANTIASTHENIQUE,0
6118000030607,LAPROPHAN,ACTIVAROL C100,ACIDE ASCORBIQUE (VITAMINE C),100 ,MG,SOLUTION BUVABLE,1 BOITE 24 AMPOULE,28.60,17.90,28.60,N,ANTIASTHENIQUE,0
6118000030607,LAPROPHAN,ACTIVAROL C100,HEMATOPORPHYRINE, 0.003,G ,SOLUTION BUVABLE,1 BOITE 24 AMPOULE,28.60,17.90,28.60,N,ANTIASTHENIQUE,0
6118001121175,LAPROPHAN,ACTIVELLE,NORETHISTERONE, 0.5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,129.00,85.30,,A,OESTROGENE,0
6118001121175,LAPROPHAN,ACTIVELLE,ESTRADIOL,1 ,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,129.00,85.30,,A,OESTROGENE,0
6118001271283,ZENITH PHARMA,ACUCARB 150 MG,CARBOPLATINE,150,MG,SOLUTION POUR PERFUSION,1 FLACON 15 ML,408.00,271.00,408.00,A,ANTINEOPLASIQUE CYTOTOXIQUE,70
6118001271290,ZENITH PHARMA,ACUCARB 450 MG,CARBOPLATINE,450,MG,SOLUTION POUR PERFUSION,1 FLACON 45 ML,906.00,602.00,906.00,A,ANTINEOPLASIQUE CYTOTOXIQUE,70
6118001170012,PFIZER,ACUILIX,HYDROCHLOROTHIAZIDE, 12.5,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME,64.50,40.30,64.50,A,ANTIHYPERTENSEUR,70
6118001170012,PFIZER,ACUILIX,QUINAPRIL,20 ,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME,64.50,40.30,64.50,A,ANTIHYPERTENSEUR,70
6118001251278,AFRIC-PHAR,ACULAR,KETOROLAC,0.5,%,COLLYRE,1 FLACON 5 ML,36.30,22.70,36.30,A,ANTI-INFLAMMATOIRE NON STEROIDIEN,70
6118001310043,BIOCODEX,ACUPAN,NEFOPAM,20,MG,SOLUTION INJECTABLE,5 AMPOULE 2 ML,47.60,29.70,47.60,A,ANALGESIQUE,70
6118001270880,ZENITH PHARMA,ACUPAXIL-30,PACLITAXEL,30,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,430.00,285.00,430.00,A,ANTINEOPLASIQUE CYTOTOXIQUE,70
6118000170020,BHC,ADALATE,NIFEDIPINE,10,MG,CAPSULE,1 BOITE 100 CAPSULE,103.90,64.90,103.90,A,INHIBITEUR CALCIQUE,70
6118001103003,COOPER MAROC,ADANCOR 10 MG,NICORANDIL,10,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,72.80,45.50,72.80,A,ANTIANGOREUX VASODILATATEUR,70
