nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,join_key
18-FDG RIM,250 MBQ / ML,SOLUTION INJECTABLE,FLUDESOXYGLUCOSE (18F),DIAGNOSTIC-IMAGERIE,RIM PHARMA,Commercialisé,AMM ENREGISTREE,FLACON MONO DOSE DE 15 ML,RX,4303.0,4018.0,3827.33,0,,18FDGRIM|250MBQML|SOLUTIONINJECTABLE
18F PSMA RIM,250 MBQ / ML,SOLUTION INJECTABLE,[18F] PSMA-1007,DIAGNOSTIC-IMAGERIE,RIM PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON MONODOSE DE 15 ML,RX,,,,0,,18FPSMARIM|250MBQML|SOLUTIONINJECTABLE
18F PSMA RIM,250 MBQ / ML,SOLUTION INJECTABLE,[18F] PSMA-1007,DIAGNOSTIC-IMAGERIE,RIM PHARMA,AMM sans prix,AMM ENREGISTREE,BOITE D'UN FLACON MULTIDOSE DE 15 ML,RX,,,,0,,18FPSMARIM|250MBQML|SOLUTIONINJECTABLE
18F-PSMA CYCLOPHARMA,1300 MBQ / ML,"SOLUTION INJECTABLE, FLACON MULTIDOSE DE 10 ML DE SOLUTION MAXIMUM.",[18F] PSMA-1007,DIAGNOSTIC-IMAGERIE,CYCLOPHARMA,AMM sans prix,AMM ENREGISTREE,"FLACON MULTIDOSE EN VERRE DE 15 ML , CONTIENT UN VOLUME COMPRIS ENTRE 0.5 ET 10 ML DE SOLUTION",RX,,,,0,,18FPSMACYCLOPHARMA|1300MBQML|SOLUTIONINJECTABLE.FLACONMULTIDOSEDE10MLDESOLUTIONMAXIMUM.
A.V.T.,"0,5 G / 0,002 G / 0,02 G",COMPRIME EFFERVESCENT,ACIDE ACETYLSALICYLIQUE // VITAMINE B1 (THIAMINE) // VITAMINE C (ACIDE ASCORBIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,LAPROPHAN,Commercialisé AO,AMM ENREGISTREE,BOITE DE 10,,10.7,6.7,6.4,0,,A.V.T.|0.5G0.002G0.02G|COMPRIMEEFFERVESCENT
A.V.T.,"0,5 G / 0,002 G / 0,02 G",COMPRIME EFFERVESCENT,ACIDE ACETYLSALICYLIQUE // VITAMINE B1 (THIAMINE) // VITAMINE C (ACIDE ASCORBIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 20,,19.1,12.0,11.4,0,,A.V.T.|0.5G0.002G0.02G|COMPRIMEEFFERVESCENT
ABACT,1000 MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,AMPICILLINE,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 FLACON DE POUDRE ET 1 AMPOULE DE SOLVANT,GN,,,,0,,ABACT|1000MG|POUDREETSOLVANTPOURPREPARATIONINJECTABLE
ABACT,250 MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,AMPICILLINE,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 FLACON DE POUDRE ET 1 AMPOULE DE SOLVANT,GN,,,,0,,ABACT|250MG|POUDREETSOLVANTPOURPREPARATIONINJECTABLE
ABACT,500 MG,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE,AMPICILLINE,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 FLACON DE POUDRE ET 1 AMPOULE DE SOLVANT,GN,,,,0,,ABACT|500MG|POUDREETSOLVANTPOURPREPARATIONINJECTABLE
ABBOTICINE,200 MG,GRANULE POUR SUSPENSION BUVABLE,ERYTHROMYCINE (ETHYLSUCCINATE),INFECTIOLOGIE-PARASITOLOGIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 60 ML,PP,25.1,15.7,14.94,0,,ABBOTICINE|200MG|GRANULEPOURSUSPENSIONBUVABLE
ABILIFY,10 MG,COMPRIME,ARIPIPRAZOLE,PSYCHIATRIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,1200.0,927.0,883.18,0,,ABILIFY|10MG|COMPRIME
ABILIFY,15 MG,COMPRIME,ARIPIPRAZOLE,PSYCHIATRIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,PP,1200.0,927.0,883.18,0,,ABILIFY|15MG|COMPRIME
ABIP,15 MG,COMPRIMES PELLICULES,ARIPIPRAZOLE,PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20 COMPRIMES PELLICULES,GN,268.0,168.0,160.0,0,,ABIP|15MG|COMPRIMESPELLICULES
ABIP,15 MG,COMPRIMES PELLICULES,ARIPIPRAZOLE,PSYCHIATRIE,SUN PHARMACEUTICALS NORTH AFRICA,Commercialisé,AMM ENREGISTREE,BOITE DE 30 COMPRIMES PELLICULES,GN,372.0,247.0,236.0,0,,ABIP|15MG|COMPRIMESPELLICULES
ABIRANAT,250 MG,COMPRIME,ABIRATERONE (ACETATE),CANCEROLOGIE,AMANYS PHARMA,Commercialisé,AMM ENREGISTREE,BOITE D’UN FLACON DE 120 COMPRIMES.,GN,10411.0,10215.0,9815.0,0,,ABIRANAT|250MG|COMPRIME
ABIRATERONE GT,250 MG,COMPRIME,ABIRATERONE (ACETATE),CANCEROLOGIE,ATLAS PHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 120,GN,10411.0,10215.0,9815.0,0,,ABIRATERONEGT|250MG|COMPRIME
ABSTRAL,100 ΜG,COMPRIME SUBLINGUAL,FENTANYL,ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 10,PP,876.0,582.0,554.62,0,,ABSTRAL|100G|COMPRIMESUBLINGUAL
ABSTRAL,200 ΜG,COMPRIME SUBLINGUAL,FENTANYL,ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 10,PP,876.0,582.0,554.62,0,,ABSTRAL|200G|COMPRIMESUBLINGUAL
ABSTRAL,400 ΜG,COMPRIME SUBLINGUAL,FENTANYL,ANESTHESIE-REANIMATION,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,PP,876.0,582.0,554.62,0,,ABSTRAL|400G|COMPRIMESUBLINGUAL
ACARBOSE LAPROPHAN,100 MG,COMPRIME,ACARBOSE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,64.4,40.2,38.33,0,,ACARBOSELAPROPHAN|100MG|COMPRIME
ACARBOSE LAPROPHAN,50 MG,COMPRIME,ACARBOSE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,42.2,26.4,25.15,0,,ACARBOSELAPROPHAN|50MG|COMPRIME
ACARBOSE LAPROPHAN,100 MG,COMPRIME,ACARBOSE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 90,GN,166.1,103.8,98.89,0,,ACARBOSELAPROPHAN|100MG|COMPRIME
ACARBOSE LAPROPHAN,50 MG,COMPRIME,ACARBOSE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 90,GN,109.0,68.1,64.88,0,,ACARBOSELAPROPHAN|50MG|COMPRIME
ACARD,50 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,MC PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,40.0,25.0,23.79,0,,ACARD|50MG|COMPRIMEPELLICULE
ACARD,50 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,MC PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,77.2,48.2,45.96,0,,ACARD|50MG|COMPRIMEPELLICULE
ACCUPRIL,20 MG,COMPRIME,QUINAPRIL,,PFIZER,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,70.1,43.8,41.72,0,,ACCUPRIL|20MG|COMPRIME
ACCUPRIL,5 MG,COMPRIME,QUINAPRIL,,PFIZER,Retiré du Marché,AMM RETIREE,BOITE DE 28,PP,37.5,23.4,22.31,0,,ACCUPRIL|5MG|COMPRIME
ACCURECIL,250 MG,SOLUTION POUR INJECTION / PERFUSION IV,FLUOROURACILE,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE D'UN FLACON DE 5 ML,GN,27.0,16.9,16.1,0,,ACCURECIL|250MG|SOLUTIONPOURINJECTIONPERFUSIONIV
ACCURECIL,500 MG,SOLUTION POUR INJECTION / PERFUSION IV,FLUOROURACILE,CANCEROLOGIE,ZENITH PHARMA,Commercialisé,AMM ENREGISTREE,BOITE D'UN FLACON DE 10 ML,GN,45.9,28.7,27.3,0,,ACCURECIL|500MG|SOLUTIONPOURINJECTIONPERFUSIONIV
ACEPRIL,2 MG,COMPRIME,PERINDOPRIL (TERT-BUTYLAMINE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,44.0,27.5,26.19,0,,ACEPRIL|2MG|COMPRIME
ACEPRIL,4 MG,COMPRIME,PERINDOPRIL (TERT-BUTYLAMINE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,85.9,53.7,51.11,0,,ACEPRIL|4MG|COMPRIME
ACEPRIL,8 MG,COMPRIME,PERINDOPRIL (TERT-BUTYLAMINE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,133.1,83.2,79.26,0,,ACEPRIL|8MG|COMPRIME
ACEPRIL PLUS,"4 MG / 1,25 MG",COMPRIME,PERINDOPRIL (TERT-BUTYLAMINE) // INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,118.0,73.7,70.24,0,,ACEPRILPLUS|4MG1.25MG|COMPRIME
ACETATE,-,CONCENTRE LIQUIDE D'HEMODIALYSE,CHLORURE DE SODIUM // CHLORHEXIDINE DIGLUCONATE // CHLORURE DE MAGNESIUM HEXAHYDRATE // CHLORURE DE POTASSIUM // ACETATE DE SODIUM 3H2O,UROLOGIE-NEPHROLOGIE,SOLUDIA MAGHREB,Non Commercialisé,AMM ENREGISTREE,BIDON DE 10 L,,172.8,108.0,102.86,0,,ACETATE||CONCENTRELIQUIDEDHEMODIALYSE
ACETHIO,500 MG / 2 MG,COMPRIME,PARACETAMOL // THIOCOLCHICOSIDE,RHUMATOLOGIE,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,34.6,21.6,20.58,0,,ACETHIO|500MG2MG|COMPRIME
ACFOL,5 MG,COMPRIME,VITAMINE B9 (ACIDE FOLIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,VERSALYA,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,24.5,15.3,14.6,0,,ACFOL|5MG|COMPRIME
ACICLOVIR ARWA MEDIC,250 MG,"POUDRE POUR SOLUTION POUR PERFUSION IV, EN FLACON DE 10ML",ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ARWA MEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 5 FLACONS DE 10 ML.,GN,586.0,389.0,371.0,0,,ACICLOVIRARWAMEDIC|250MG|POUDREPOURSOLUTIONPOURPERFUSIONIV.ENFLACONDE10ML
ACICLOVIR ISIO,250 MG,POUDRE POUR SOLUTION INJECTABLE,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,BOITES DE 1 FLACON,GN,104.1,65.1,61.97,0,,ACICLOVIRISIO|250MG|POUDREPOURSOLUTIONINJECTABLE
ACICLOVIR ISIO,250 MG,POUDRE POUR SOLUTION INJECTABLE,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,BOITES DE 5 FLACONS,GN,450.0,299.0,285.06,0,,ACICLOVIRISIO|250MG|POUDREPOURSOLUTIONINJECTABLE
ACICLOVIR ISIO,250 MG,POUDRE POUR SOLUTION INJECTABLE,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ISIO LABORATOIRES,Commercialisé,AMM ENREGISTREE,BOITES DE 10 FLACONS,GN,783.0,520.0,495.76,0,,ACICLOVIRISIO|250MG|POUDREPOURSOLUTIONINJECTABLE
ACICLOVIR ISIO,500 MG,POUDRE POUR SOLUTION INJECTABLE,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ISIO LABORATOIRES,Non Commercialisé,AMM ENREGISTREE,BOITES DE 1 FLACON,GN,172.0,107.5,102.38,0,,ACICLOVIRISIO|500MG|POUDREPOURSOLUTIONINJECTABLE
ACICLOVIR ISIO,500 MG,POUDRE POUR SOLUTION INJECTABLE,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ISIO LABORATOIRES,Commercialisé AO,AMM ENREGISTREE,BOITES DE 5 FLACONS,GN,673.0,447.0,426.58,0,,ACICLOVIRISIO|500MG|POUDREPOURSOLUTIONINJECTABLE
ACICLOVIR ISIO,500 MG,POUDRE POUR SOLUTION INJECTABLE,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,ISIO LABORATOIRES,Non Commercialisé,AMM ENREGISTREE,BOITES DE 10 FLACONS,GN,1039.0,761.0,725.19,0,,ACICLOVIRISIO|500MG|POUDREPOURSOLUTIONINJECTABLE
ACICLOVIR VIATRIS,250 MG,POUDRE POUR SOLUTION INJECTABLE (IV),ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE DE 5 FLACONS DE 10 ML,GN,628.0,417.0,397.61,0,,ACICLOVIRVIATRIS|250MG|POUDREPOURSOLUTIONINJECTABLEIV
ACICLOVIR VIATRIS,500 MG,POUDRE POUR SOLUTION INJECTABLE (IV),ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé AO,AMM ENREGISTREE,BOITE DE 5 FLACONS DE 20 ML,GN,674.0,447.0,426.62,0,,ACICLOVIRVIATRIS|500MG|POUDREPOURSOLUTIONINJECTABLEIV
ACIDAC,150 MG,COMPRIME,RANITIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,56.1,35.0,33.38,0,,ACIDAC|150MG|COMPRIME
ACIDAC,150 MG,COMPRIME,RANITIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,GENPHARMA,Commercialisé AO,AMM ENREGISTREE,BOITE DE 60,GN,84.1,52.6,50.07,0,,ACIDAC|150MG|COMPRIME
ACIDAC,300 MG,COMPRIME,RANITIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,56.1,35.0,33.38,0,,ACIDAC|300MG|COMPRIME
ACIDAC,300 MG,COMPRIME,RANITIDINE,GASTROENTEROLOGIE-HEPATOLOGIE,GENPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,84.1,52.6,50.07,0,,ACIDAC|300MG|COMPRIME
ACIDE ALENDRONIQUE GT,70 MG,COMPRIME PELLICULE,ACIDE ALENDRONIQUE,RHUMATOLOGIE,ATLAS PHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 4,GN,164.5,102.8,97.91,0,,ACIDEALENDRONIQUEGT|70MG|COMPRIMEPELLICULE
ACIDE ALENDRONIQUE NORMON,70 MG,COMPRIME,ACIDE ALENDRONIQUE,RHUMATOLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 4,GN,164.5,102.8,97.91,0,,ACIDEALENDRONIQUENORMON|70MG|COMPRIME
ACIDE EM,-,SOLUTE CONCENTRE POUR HEMODIALYSE,CONCENTRE HEMODIALYSE (CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE ACETIQUE GLACIAL),UROLOGIE-NEPHROLOGIE,ERGO MAROC,Non Commercialisé,AMM ENREGISTREE,BIDON DE 10 L,GN,144.0,90.0,85.71,0,,ACIDEEM||SOLUTECONCENTREPOURHEMODIALYSE
ACIDE EM,-,SOLUTE CONCENTRE POUR HEMODIALYSE,CONCENTRE HEMODIALYSE (CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE ACETIQUE GLACIAL°,UROLOGIE-NEPHROLOGIE,ERGO MAROC,Commercialisé,AMM ENREGISTREE,BIDON DE 5 L,GN,75.0,46.9,44.67,0,,ACIDEEM||SOLUTECONCENTREPOURHEMODIALYSE
ACIDE SANS ACETATE,-,SOLUTION CONCENTREE ACIDE,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE CHLORHYDRIQUE,UROLOGIE-NEPHROLOGIE,SOLUDIA MAGHREB,AMM sans prix,AMM ENREGISTREE,POCHE DE 5 LITRES,,,,,0,,ACIDESANSACETATE||SOLUTIONCONCENTREEACIDE
ACIDE SANS ACETATE,-,SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE,CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE CHLORHYDRIQUE,UROLOGIE-NEPHROLOGIE,SOLUDIA MAGHREB,AMM sans prix,AMM ENREGISTREE,POCHE DE 5 LITRES,,,,,0,,ACIDESANSACETATE||SOLUTIONCONCENTREEACIDEPOURHEMODIALYSE
ACIDE TIAPROFENIQUE,100 MG,COMPRIME SECABLE,ACIDE TIAPROFENIQUE,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 10,GN,11.6,7.2,6.45,0,,ACIDETIAPROFENIQUE|100MG|COMPRIMESECABLE
ACIDE TIAPROFENIQUE,100 MG,COMPRIME SECABLE,ACIDE TIAPROFENIQUE,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 20,GN,20.0,12.5,11.13,0,,ACIDETIAPROFENIQUE|100MG|COMPRIMESECABLE
ACIDE TIAPROFENIQUE,100 MG,COMPRIME SECABLE,ACIDE TIAPROFENIQUE,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 30,GN,26.0,16.2,14.46,0,,ACIDETIAPROFENIQUE|100MG|COMPRIMESECABLE
ACIDE ZOLEDRONIQUE COOPER,4 MG / 5 ML,SOLUTION POUR PERFUSION (IV),ACIDE ZOLEDRONIQUE,RHUMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 10 ML,GN,1356.0,1088.0,1036.25,0,,ACIDEZOLEDRONIQUECOOPER|4MG5ML|SOLUTIONPOURPERFUSIONIV
ACIDE ZOLEDRONIQUE MYLAN,4 MG / 5 ML,SOLUTION A DILUER POUR PERFUSION,ACIDE ZOLEDRONIQUE,RHUMATOLOGIE,VIATRIS PHARMACEUTICALS,Commercialisé,AMM ENREGISTREE,BOITE D'UN FLACON DE 5 ML,GN,1356.0,1088.0,1036.25,0,,ACIDEZOLEDRONIQUEMYLAN|4MG5ML|SOLUTIONADILUERPOURPERFUSION
ACIDE ZOLEDRONIQUE PROMOPHARM,4 MG / 5 ML,SOLUTION A DILUER POUR PERFUSION,ACIDE ZOLEDRONIQUE,RHUMATOLOGIE,PROMOPHARM,Commercialisé AO,AMM ENREGISTREE,BOITE D'UN FLACON DE 5 ML,GN,1356.0,1088.0,1036.25,0,,ACIDEZOLEDRONIQUEPROMOPHARM|4MG5ML|SOLUTIONADILUERPOURPERFUSION
ACIDE ZOLEDRONIQUE SP,4 MG / 5 ML,SOLUTION A DILUER POUR PERFUSION,ACIDE ZOLEDRONIQUE,RHUMATOLOGIE,AMANYS PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 5 ML,GN,1255.0,983.0,936.5,0,,ACIDEZOLEDRONIQUESP|4MG5ML|SOLUTIONADILUERPOURPERFUSION
ACIGAM,100 MG,COMPRIME SECABLE,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,27.0,16.9,16.08,0,,ACIGAM|100MG|COMPRIMESECABLE
ACIGAM,200 MG,COMPRIME SECABLE,ACIDE TIAPROFENIQUE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,33.6,21.0,20.03,0,,ACIGAM|200MG|COMPRIMESECABLE
ACITRETINE IFC,10 MG,GELULES,ACITRETINE,DERMATOLOGIE-VENEROLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,37.2,23.2,22.14,0,,ACITRETINEIFC|10MG|GELULES
ACITRETINE IFC,10 MG,GELULES,ACITRETINE,DERMATOLOGIE-VENEROLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,91.1,57.0,54.25,0,,ACITRETINEIFC|10MG|GELULES
ACITRETINE IFC,25 MG,GELULES,ACITRETINE,DERMATOLOGIE-VENEROLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,86.6,54.1,51.53,0,,ACITRETINEIFC|25MG|GELULES
ACITRETINE IFC,25 MG,GELULES,ACITRETINE,DERMATOLOGIE-VENEROLOGIE,IBERMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,210.0,131.5,125.21,0,,ACITRETINEIFC|25MG|GELULES
ACIVIR COOPER,400 MG,COMPRIME,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 25,GN,226.0,141.3,134.62,0,,ACIVIRCOOPER|400MG|COMPRIME
ACIVIR COOPER,800 MG,COMPRIME,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 12,GN,223.0,139.6,132.96,0,,ACIVIRCOOPER|800MG|COMPRIME
ACIVIR COOPER,800 MG,COMPRIME,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 25,GN,346.0,230.0,219.4,0,,ACIVIRCOOPER|800MG|COMPRIME
ACIVIR COOPER,200 MG,COMPRIME,ACICLOVIR,INFECTIOLOGIE-PARASITOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 25,GN,91.1,56.9,54.24,0,,ACIVIRCOOPER|200MG|COMPRIME
ACLASTA,5 MG / 100 ML,SOLUTION POUR PERFUSION,ACIDE ZOLEDRONIQUE,RHUMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,FLACON DE 100 ML,PP,3041.0,2718.0,2589.47,0,,ACLASTA|5MG100ML|SOLUTIONPOURPERFUSION
ACLAV,1 G / 100 MG,POUDRE POUR PREPARATION INJECTABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé AO / Export,AMM ENREGISTREE,BOITE DE 1 FLACON,GN,33.6,21.0,20.03,0,,ACLAV|1G100MG|POUDREPOURPREPARATIONINJECTABLE
ACLAV,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 12,GN,92.5,57.8,55.07,0,,ACLAV|1G125MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,107.5,67.2,63.97,0,,ACLAV|1G125MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 16,GN,123.4,77.1,73.43,0,,ACLAV|1G125MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,1 G / 125 MG,POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 24,GN,174.8,109.2,104.03,0,,ACLAV|1G125MG|POUDREPOURSUSPENSIONBUVABLE
ACLAV,1 G / 200 MG,POUDRE POUR PREPARATION INJECTABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON,GN,30.8,19.3,18.36,0,,ACLAV|1G200MG|POUDREPOURPREPARATIONINJECTABLE
ACLAV,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé AO / Export,AMM ENREGISTREE,2 FLACONS DE 30 ML,GN,60.5,37.8,36.04,0,,ACLAV|100MG12.5MGML|POUDREPOURSUSPENSIONBUVABLE
ACLAV,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé AO / Export,AMM ENREGISTREE,2 FLACONS DE 60 ML,GN,105.3,65.8,62.7,0,,ACLAV|100MG12.5MGML|POUDREPOURSUSPENSIONBUVABLE
ACLAV,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,FLACON DE 30 ML,GN,34.2,21.4,20.36,0,,ACLAV|100MG12.5MGML|POUDREPOURSUSPENSIONBUVABLE
ACLAV,"100 MG / 12,5 MG / ML",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,FLACON DE 60 ML,GN,60.5,37.8,36.04,0,,ACLAV|100MG12.5MGML|POUDREPOURSUSPENSIONBUVABLE
