nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,join_key
PRAXILENE,100 MG,GELULE,NAFTIDROFURYL (OXALATE ACIDE),,COOPER PHARMA,Retiré du Marché,AMM RETIREE,BOITE DE 20,PP,43.3,27.1,25.81,0,,PRAXILENE|100MG|GELULE
PRAXILENE,200 MG,COMPRIME PELLICULE,NAFTIDROFURYL (OXALATE ACIDE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,COOPER PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,69.0,43.1,41.07,0,,PRAXILENE|200MG|COMPRIMEPELLICULE
PRAZOL,20 MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,49.3,30.8,29.37,0,,PRAZOL|20MG|GELULE
PRAZOL,20 MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,89.7,56.1,53.4,0,,PRAZOL|20MG|GELULE
PRAZOL,20 MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 7,GN,28.0,17.5,16.69,0,,PRAZOL|20MG|GELULE
PRAZOL,20 MG,MICROGRANULES GASTRO-RESISTANTES EN GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 56,GN,130.8,81.7,77.86,0,,PRAZOL|20MG|MICROGRANULESGASTRORESISTANTESENGELULE
PRECEDEX,100 ΜG / ML,SOUTION POUR PERFUSION EN FLACON DE 2 ML,DEXMEDETOMIDINE BASE,ANESTHESIE-REANIMATION,PFIZER,AMM sans prix,AMM ENREGISTREE,BOITE DE 25 FLACONS,PP,,,,0,,PRECEDEX|100GML|SOUTIONPOURPERFUSIONENFLACONDE2ML
PREDNI COOPER,20 MG,COMPRIME EFFERVESCENT SECABLE,PREDNISOLONE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,COOPER PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,40.0,25.0,23.81,0,,PREDNICOOPER|20MG|COMPRIMEEFFERVESCENTSECABLE
PREDNISOLONE WIN,20 MG,COMPRIME EFFERVESCENT,PREDNISOLONE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,35.5,22.2,21.13,0,,PREDNISOLONEWIN|20MG|COMPRIMEEFFERVESCENT
PREDSONE GALENICA,20 MG,COMPRIME,PREDNISOLONE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GALENICA,Commercialisé AO / Export,AMM ENREGISTREE,BOITE DE 20,,,,,0,,PREDSONEGALENICA|20MG|COMPRIME
PREGNYL,1500 UI / ML,LYOPHILISAT ET SOLVANT POUR LA PREPARATION D'UNE SOLUTION INJECTABLE,GONADOTROPHINE CHORIONIQUE HUMAINE,,MSD,Retiré du Marché,AMM RETIREE,BOITE DE 3+3 FL,PP,77.1,48.0,42.89,0,,PREGNYL|1500UIML|LYOPHILISATETSOLVANTPOURLAPREPARATIONDUNESOLUTIONINJECTABLE
PREGNYL,5000 UI / ML,LYOPHILISAT ET SOLVANT POUR LA PREPARATION D'UNE SOLUTION INJECTABLE,GONADOTROPHINE CHORIONIQUE HUMAINE,,MSD,Retiré du Marché,AMM RETIREE,BOITE DE 1+1 FL,PP,69.7,43.4,38.77,0,,PREGNYL|5000UIML|LYOPHILISATETSOLVANTPOURLAPREPARATIONDUNESOLUTIONINJECTABLE
PREJECT,30 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1,GN,41.5,25.9,24.7,0,,PREJECT|30MG|COMPRIMESENROBES
PREJECT,30 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 2,GN,72.9,45.6,43.4,0,,PREJECT|30MG|COMPRIMESENROBES
PREJECT,30 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 3,GN,107.1,66.9,63.75,0,,PREJECT|30MG|COMPRIMESENROBES
PREJECT,30 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 6,GN,209.0,130.7,124.53,0,,PREJECT|30MG|COMPRIMESENROBES
PREJECT,60 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 1,GN,41.5,25.9,24.7,0,,PREJECT|60MG|COMPRIMESENROBES
PREJECT,60 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 2,GN,72.9,45.6,43.4,0,,PREJECT|60MG|COMPRIMESENROBES
PREJECT,60 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 3,GN,107.1,66.9,63.75,0,,PREJECT|60MG|COMPRIMESENROBES
PREJECT,60 MG,COMPRIMES ENROBES,DAPOXETINE HYDROCHLORIDE,UROLOGIE-NEPHROLOGIE,PROMOPHARM,Commercialisé,AMM ENREGISTREE,BOITE DE 6,GN,209.0,130.7,124.53,0,,PREJECT|60MG|COMPRIMESENROBES
PRELECTAL,"10 MG / 2,5 MG",COMPRIME PELLICULE,PERINDOPRIL // INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,157.9,98.7,94.01,0,,PRELECTAL|10MG2.5MG|COMPRIMEPELLICULE
PRELECTAL,"5 MG / 1,25 MG",COMPRIME PELLICULE EN PILULIER,PERINDOPRIL // INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,STERIPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,103.3,64.6,61.51,0,,PRELECTAL|5MG1.25MG|COMPRIMEPELLICULEENPILULIER
PRELIX,150 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10,GN,,,,0,Consulter le document,PRELIX|150MG|GELULE
PRELIX,150 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,GN,,,,0,,PRELIX|150MG|GELULE
PRELIX,150 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,,,,0,,PRELIX|150MG|GELULE
PRELIX,150 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 60,GN,,,,0,Consulter le document,PRELIX|150MG|GELULE
PRELIX,25 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10,GN,,,,0,Consulter le document,PRELIX|25MG|GELULE
PRELIX,25 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,GN,,,,0,Consulter le document,PRELIX|25MG|GELULE
PRELIX,25 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,,,,0,Consulter le document,PRELIX|25MG|GELULE
PRELIX,25 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 60,GN,,,,0,Consulter le document,PRELIX|25MG|GELULE
PRELIX,50 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10,GN,,,,0,,PRELIX|50MG|GELULE
PRELIX,50 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,GN,,,,0,,PRELIX|50MG|GELULE
PRELIX,50 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,,,,0,,PRELIX|50MG|GELULE
PRELIX,50 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 60,GN,,,,0,,PRELIX|50MG|GELULE
PRELIX,75 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 10,GN,,,,0,,PRELIX|75MG|GELULE
PRELIX,75 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 20,GN,,,,0,,PRELIX|75MG|GELULE
PRELIX,75 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 30,GN,,,,0,,PRELIX|75MG|GELULE
PRELIX,75 MG,GELULE,PREGABALINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,AMM sans prix,AMM ENREGISTREE,BOITE DE 60,GN,,,,0,,PRELIX|75MG|GELULE
PREMOCEFAL,125 MG / 5 ML,POUDRE POUR SIROP,CEFADROXIL,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,Commercialisé AO,AMM ENREGISTREE,FLACON DE 60 ML,GN,29.0,18.1,17.25,0,,PREMOCEFAL|125MG5ML|POUDREPOURSIROP
PREMOCEFAL,250 MG / 5 ML,POUDRE POUR SIROP,CEFADROXIL,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,Commercialisé AO,AMM ENREGISTREE,FLACON DE 60 ML,GN,40.2,25.1,23.92,0,,PREMOCEFAL|250MG5ML|POUDREPOURSIROP
PREMOCEFAL,1000 MG,COMPRIME,CEFADROXIL,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,Commercialisé AO,AMM ENREGISTREE,BOITE DE 12,GN,100.0,62.5,59.52,0,,PREMOCEFAL|1000MG|COMPRIME
PREMOCEFAL,500 MG / 5 ML,POUDRE POUR SIROP,CEFADROXIL,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,Commercialisé AO,AMM ENREGISTREE,FLACON DE 60 ML,GN,65.4,40.9,38.94,0,,PREMOCEFAL|500MG5ML|POUDREPOURSIROP
PREMOCEFAL,500 MG,GELULE,CEFADROXIL,INFECTIOLOGIE-PARASITOLOGIE,PHARMED,AMM sans prix,AMM ENREGISTREE,BOITE DE 12,GN,,,,0,,PREMOCEFAL|500MG|GELULE
PREPACOL COFFRET,5 MG,SOLUTION ORALE / COMPRIME,PHOSPHATE MONOSODIQUE // PHOSPHATE DISODIQUE // BISACODYL,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 1 FLACON DE 30 ML + 1 BLISTER DE 4 CP,PP,17.8,11.1,9.93,0,,PREPACOLCOFFRET|5MG|SOLUTIONORALECOMPRIME
PREPIDIL,"0,5 MG / 2,5 ML",INJECTABLE,DINOPROSTONE,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,PFIZER,Non Commercialisé,AMM ENREGISTREE,FLACON DE 1 SERINGUE PRE-REMPLIE,PP,397.0,263.0,251.35,0,,PREPIDIL|0.5MG2.5ML|INJECTABLE
PRETERAX ARGININE,"2,5 MG / 0,625 MG",COMPRIME PELLICULE,PERINDOPRIL (ARGININE) // INDAPAMIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SERVIER,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,92.6,57.9,55.14,0,,PRETERAXARGININE|2.5MG0.625MG|COMPRIMEPELLICULE
PREVENAR,1DOSE,SUSPENSION INJECTABLE,VACCIN ( PNEUMOCOCCIQUE ),,PFIZER,Retiré du Marché,AMM RETIREE,"BOITE DE 1 SERINGUE PREREMPLIE DE 0,5 ML",PP,808.0,535.0,478.29,0,,PREVENAR|1DOSE|SUSPENSIONINJECTABLE
PREVENAR 13,"2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 4,4 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG",SUSPENSION INJECTABLE,VACCIN ( PNEUMOCOCCIQUE POLYOSIDIQUE 13 VALENT 1/3/4/5/6A/6B/7F/9V/18C/14/19A/19F/23F ),VACCINS,PFIZER,Commercialisé AO,AMM ENREGISTREE,"BOITE DE 10 SERINGUES PREREMPLIE DE 0,5 ML",VACCIN,4330.0,4045.0,3852.96,0,,PREVENAR13|2.2G2.2G2.2G2.2G2.2G4.4G2.2G2.2G2.2G2.2G2.2G2.2G2.2G|SUSPENSIONINJECTABLE
PREVENAR 13,"2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG / 2,2 ΜG",SUSPENSION INJECTABLE,VACCIN ( PNEUMOCOCCIQUE POLYOSIDIQUE 13 VALENT 1/3/4/5/6A/6B/7F/9V/18C/14/19A/19F/23F ),VACCINS,PFIZER,Commercialisé,AMM ENREGISTREE,"BOITE DE 1 SERINGUE PREREMPLIE DE 0,5 ML",VACCIN,760.0,505.0,481.63,0,,PREVENAR13|2.2G2.2G2.2G2.2G2.2G2.2G2.2G2.2G2.2G2.2G2.2G2.2G2.2G|SUSPENSIONINJECTABLE
PREZAR,100 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,138.1,86.3,82.22,0,,PREZAR|100MG|COMPRIMEPELLICULE
PREZAR,100 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé AO,AMM ENREGISTREE,BOITE DE 90,GN,359.0,238.0,227.27,0,,PREZAR|100MG|COMPRIMEPELLICULE
PREZAR,50 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 14,GN,40.0,25.0,23.79,0,,PREZAR|50MG|COMPRIMEPELLICULE
PREZAR,50 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé Export,AMM ENREGISTREE,BOITE DE 28,GN,77.2,48.2,45.96,0,,PREZAR|50MG|COMPRIMEPELLICULE
PREZAR,50 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,82.7,51.7,49.25,0,,PREZAR|50MG|COMPRIMEPELLICULE
PREZAR,50 MG,COMPRIME PELLICULE,LOSARTAN (POTASSIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,BOTTU,Commercialisé AO,AMM ENREGISTREE,BOITE DE 90,GN,242.0,151.9,144.64,0,,PREZAR|50MG|COMPRIMEPELLICULE
PRILVAS,20 MG,COMPRIME,ENALAPRIL (MALEATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,66.4,41.5,39.55,0,,PRILVAS|20MG|COMPRIME
PRILVAS,5 MG,COMPRIME,ENALAPRIL (MALEATE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 28,GN,51.8,32.4,30.84,0,,PRILVAS|5MG|COMPRIME
PRIMACAINE ADRENALINEE,1 / 100 000,SOLUTION INJECTABLE A USAGE DENTAIRE,ARTICAINE // ADRENALINE,ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 50 CARTOUCHES,PP,306.0,203.0,193.86,0,,PRIMACAINEADRENALINEE|1100000|SOLUTIONINJECTABLEAUSAGEDENTAIRE
PRIMACAINE ADRENALINEE,1 / 200 000,SOLUTION INJECTABLE A USAGE DENTAIRE,ARTICAINE // ADRENALINE,ANESTHESIE-REANIMATION,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 50 CARTOUCHES,PP,293.0,194.7,185.47,0,,PRIMACAINEADRENALINEE|1200000|SOLUTIONINJECTABLEAUSAGEDENTAIRE
PRIMALAN,"0,06 G",SIROP,MEQUITAZINE,PNEUMOLOGIE-ALLERGOLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 120 ML,PP,29.8,18.6,17.75,0,,PRIMALAN|0.06G|SIROP
PRIMALAN,10 MG,COMPRIME SECABLE,MEQUITAZINE,PNEUMOLOGIE-ALLERGOLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 14,PP,44.8,28.0,26.67,0,,PRIMALAN|10MG|COMPRIMESECABLE
PRIMALAN,5 MG,COMPRIME SECABLE,MEQUITAZINE,PNEUMOLOGIE-ALLERGOLOGIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 14,PP,26.8,16.7,15.94,0,,PRIMALAN|5MG|COMPRIMESECABLE
PRIMOLUT-NOR,10 MG,COMPRIME SECABLE,NORETHISTERONE,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,POLYMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,41.4,25.8,24.62,0,,PRIMOLUTNOR|10MG|COMPRIMESECABLE
PRIMPERAN,10 MG / 2 ML,SOLUTION INJECTABLE,METOCLOPRAMIDE,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 12 AMPOULES,PP,28.2,17.6,15.69,0,,PRIMPERAN|10MG2ML|SOLUTIONINJECTABLE
PRIMPERAN,0.001,SOLUTION BUVABLE,METOCLOPRAMIDE,,MAPHAR,Retiré du Marché,AMM RETIREE,BOITE DE 1 FLACON DE 130 ML,PP,21.9,13.7,12.21,0,,PRIMPERAN|0.001|SOLUTIONBUVABLE
PRIMPERAN,10 MG,COMPRIME SECABLE,METOCLOPRAMIDE,GASTROENTEROLOGIE-HEPATOLOGIE,SANOFI AVENTIS,Retiré du Marché,AMM RETIREE,BOITE DE 40,PP,35.7,22.3,21.25,0,,PRIMPERAN|10MG|COMPRIMESECABLE
PRINCI-B FORT,-,COMPRIME PELLICULE,VITAMINE B1 (THIAMINE MONITRATE) // VITAMINE B6 (PYRIDOXINE) // VITAMINE B12 (CYANOCOBALAMINE),NUTRITION-METABOLISME-SOLUTES DE PERFUSION,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,47.3,29.6,28.18,0,,PRINCIBFORT||COMPRIMEPELLICULE
PRIORIX,-,POUDRE LYOPHILISEE + SOLVANT,VACCIN ( ROUGEOLE // OREILLONS // RUBEOLE ),VACCINS,GSK,Commercialisé,AMM ENREGISTREE,FLACON DE VACCIN LYOPHILISE + DILUENT EN BOITE DE 1 SERINGUE PREREMPLIE,VACCIN,139.2,87.0,82.89,0,,PRIORIX||POUDRELYOPHILISEESOLVANT
PRIORIX,-,POUDRE LYOPHYLISEE ET SOLVANT POUR SOLUTION INJECTABLE,VACCIN ( ROUGEOLE // OREILLONS // RUBEOLE ),VACCINS,GSK,AMM sans prix,AMM ENREGISTREE,BOITE DE 100 FLACONS DE 2 DOSES ET 100 AMPOULES DE SOLVANT DE 1 ML,VACCIN,,,,0,,PRIORIX||POUDRELYOPHYLISEEETSOLVANTPOURSOLUTIONINJECTABLE
PRIORIX-TETRA,-,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,VACCIN ( ROUGEOLE // OREILLONS // RUBEOLE // VARICELLE ),VACCINS,GSK,Non Commercialisé,AMM ENREGISTREE,POUDRE EN FLACON ET SOLVANT EN SERINGUE PREREMPLIE. BOITE DE 1,VACCIN,353.0,234.0,223.74,0,,PRIORIXTETRA||POUDREETSOLVANTPOURSOLUTIONINJECTABLE
PRIORIX-TETRA,-,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,VACCIN ( ROUGEOLE // OREILLONS // RUBEOLE // VARICELLE ),VACCINS,GSK,Non Commercialisé,AMM ENREGISTREE,POUDRE EN FLACON ET SOLVANT EN SERINGUE PREREMPLIE. BOITE DE 10,VACCIN,1645.0,1384.0,1318.88,0,,PRIORIXTETRA||POUDREETSOLVANTPOURSOLUTIONINJECTABLE
PRIORIX-TETRA,-,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,VACCIN ( ROUGEOLE // OREILLONS // RUBEOLE // VARICELLE ),,GSK,Retiré du Marché,AMM RETIREE,POUDRE EN FLACON ET SOLVANT EN AMPOULE. BOITE DE 1,PP,378.0,250.0,223.74,0,,PRIORIXTETRA||POUDREETSOLVANTPOURSOLUTIONINJECTABLE
PRIORIX-TETRA,-,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,VACCIN ( ROUGEOLE // OREILLONS // RUBEOLE // VARICELLE ),,GSK,Retiré du Marché,AMM RETIREE,POUDRE EN FLACON ET SOLVANT EN AMPOULE. BOITE DE 10,PP,1645.0,1384.0,1318.88,0,,PRIORIXTETRA||POUDREETSOLVANTPOURSOLUTIONINJECTABLE
PRIRIL,"1,25 MG",COMPRIME,RAMIPRIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PHARMA 5,Commercialisé AO,AMM ENREGISTREE,BOITE DE 30,GN,21.7,13.6,12.95,0,,PRIRIL|1.25MG|COMPRIME
PRIRIL,10 MG,COMPRIME,RAMIPRIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PHARMA 5,Commercialisé AO,AMM ENREGISTREE,BOITE DE 15,GN,42.6,26.6,25.36,0,,PRIRIL|10MG|COMPRIME
PRIRIL,10 MG,COMPRIME,RAMIPRIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,76.1,47.6,45.3,0,,PRIRIL|10MG|COMPRIME
PRIRIL,"2,5 MG",COMPRIME,RAMIPRIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,36.9,23.1,21.96,0,,PRIRIL|2.5MG|COMPRIME
PRIRIL,5 MG,COMPRIME,RAMIPRIL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,46.4,29.0,27.62,0,,PRIRIL|5MG|COMPRIME
PRISDAL,1 MG,COMPRIME PELLICULE,RISPERIDONE,PSYCHIATRIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,77.6,48.5,46.22,0,,PRISDAL|1MG|COMPRIMEPELLICULE
PRISDAL,2 MG,COMPRIME PELLICULE,RISPERIDONE,PSYCHIATRIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,138.6,86.6,82.49,0,,PRISDAL|2MG|COMPRIMEPELLICULE
PRISDAL,3 MG,COMPRIME PELLICULE,RISPERIDONE,PSYCHIATRIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,192.0,120.0,114.29,0,,PRISDAL|3MG|COMPRIMEPELLICULE
PRISDAL,4 MG,COMPRIME PELLICULE,RISPERIDONE,PSYCHIATRIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,274.0,171.2,163.1,0,,PRISDAL|4MG|COMPRIMEPELLICULE
PRISDAL,"0,5 MG",COMPRIME PELLICULE,RISPERIDONE,PSYCHIATRIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,30.4,19.0,18.12,0,,PRISDAL|0.5MG|COMPRIMEPELLICULE
PRISDAL,1 MG / ML,SOLUTION BUVABLE,RISPERIDONE,,AFRIC PHAR,Retiré du Marché,AMM RETIREE,BOITE D'UN FLACON DE 30 ML,GN,92.6,57.8,55.1,0,,PRISDAL|1MGML|SOLUTIONBUVABLE
PRISDAL,1 MG / 1 ML,SOLUTION BUVABLE,RISPERIDONE,PSYCHIATRIE,AFRIC PHAR,Commercialisé,AMM ENREGISTREE,FLACON DE 60 ML,GN,161.1,100.7,95.87,0,,PRISDAL|1MG1ML|SOLUTIONBUVABLE
PRIVIGEN,10 G / 100 ML,SOLUTION POUR PERFUSION,IMMUNOGLOBULINE HUMAINE NORMALE G,IMMUNOTHERAPIE,PHARMA 5,AMM sans prix,AMM ENREGISTREE,FLACON DE 100 ML,PP,,,,0,,PRIVIGEN|10G100ML|SOLUTIONPOURPERFUSION
PRIVIGEN,"2,5 G / 25 ML",SOLUTION POUR PERFUSION,IMMUNOGLOBULINE HUMAINE NORMALE G,IMMUNOTHERAPIE,PHARMA 5,AMM sans prix,AMM ENREGISTREE,FLACON DE 25 ML,PP,,,,0,,PRIVIGEN|2.5G25ML|SOLUTIONPOURPERFUSION
PRIVIGEN,5 G / 50 ML,SOLUTION POUR PERFUSION,IMMUNOGLOBULINE HUMAINE NORMALE G,IMMUNOTHERAPIE,PHARMA 5,AMM sans prix,AMM ENREGISTREE,FLACON DE 50 ML,PP,,,,0,,PRIVIGEN|5G50ML|SOLUTIONPOURPERFUSION
PROCLOR,20 MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,ATLAS PHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,102.1,63.8,60.79,0,,PROCLOR|20MG|GELULE
PROCLOR,20 MG,GELULE,OMEPRAZOLE,GASTROENTEROLOGIE-HEPATOLOGIE,ATLAS PHARM,Non Commercialisé,AMM ENREGISTREE,BOITE DE 15,GN,52.8,33.0,31.46,0,,PROCLOR|20MG|GELULE
