nom,dci,dosage,forme,presentation,laboratoire,classe_therapeutique,type_produit,statut_commercialisation,statut_amm,ppv,ph,pfht,tva,code_cnops,prix_base_remboursement_cnops,taux_remboursement_cnops,source
VISSEN,ROSUVASTATINE,20 MG,COMPRIME PELLICULE,BOITES DE 30 COMPRIMES PELLICULES,NOVOPHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,250.0,156.3,148.85,0.0,,,,ammps
VISSEN,ROSUVASTATINE,5 MG,COMPRIME PELLICULE,BOITES DE 30 COMPRIMES PELLICULES,NOVOPHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,106.3,66.5,63.3,0.0,,,,ammps
VISTABEL 4 UNITES ALLERGAN,TOXINE BOTULINIQUE DE TYPE A,"0,1 ML",POUDRE POUR SOLUTION INJECTABLE,UN FLACON DE 50 UNITES,AFRIC PHAR,NEUROLOGIE,PP,Commercialisé,AMM ENREGISTREE,1493.0,1228.0,1170.24,0.0,,,,ammps
VISUDYNE,VERTEPORFINE,15 MG,POUDRE POUR PERFUSION EN FLACON DE 10 ML,BOITE DE 1,NOVARTIS PHARMA,,PP,Retiré du Marché,AMM RETIREE,9228.0,9055.0,8655.14,0.0,,,,ammps
VISUDYNE,VERTEPORFINE,15 MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 10 ML,,,PRINCEPS,,,,,,,6118001030507,14700.0,0.0,cnops
VITA C,VITAMINE C (ACIDE ASCORBIQUE),1000 ( 1 G / 5 ML ),SOLUTION INJECTABLE ( IV ),BOITE DE 6 AMPOULES DE 5 ML,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Non Commercialisé,AMM ENREGISTREE,51.8,32.4,30.85,0.0,,,,ammps
VITA C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT,BOITE DE 10,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,14.3,8.9,8.51,0.0,6118000032076,27.7,0.0,ammps+cnops
VITA C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT,BOITE DE 10,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,14.3,8.9,8.51,0.0,6118000032069,15.3,0.0,ammps+cnops
VITA C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT,BOITE DE 20,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,25.1,15.7,14.97,0.0,6118000032076,27.7,0.0,ammps+cnops
VITA C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT,BOITE DE 20,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,25.1,15.7,14.97,0.0,6118000032069,15.3,0.0,ammps+cnops
VITA C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT SANS SUCRE,BOITE DE 10,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,14.3,8.9,8.51,0.0,,,,ammps
VITA C 1000 SANS SUCRE,ACIDE ASCORBIQUE (VITAMINE C),1 G,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000032083,16.8,0.0,cnops
VITAIR,SALBUTAMOL (SULFATE),100 ΜG,AEROSOL,FLACON DE 200 DOSES,STERIPHARMA,PNEUMOLOGIE-ALLERGOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,42.2,26.4,25.14,0.0,,,,ammps
VITAIR,SALBUTAMOL,100 ΜG,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 200 DOSE,,,GENERIQUE,,,,,,,6118001110124,45.3,70.0,cnops
VITAMINE C,ACIDE ASCORBIQUE (VITAMINE C),1 G,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000190929,14.8,0.0,cnops
VITAMINE C,ACIDE ASCORBIQUE (VITAMINE C),1 G,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000190936,26.5,0.0,cnops
VITAMINE C,VITAMINE C (ACIDE ASCORBIQUE),500 MG,COMPRIMES EFFERVESCENTS,BOITES DE 20,GALENICA,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
VITAMINE C,VITAMINE C (ACIDE ASCORBIQUE),500 MG,COMPRIMES EFFERVESCENTS,BOITES DE 10,GALENICA,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
VITAMINE C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT,BOITE DE 10,GALENICA,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,13.8,8.6,8.23,0.0,,,,ammps
VITAMINE C 1000,VITAMINE C (ACIDE ASCORBIQUE),1 G,COMPRIME EFFERVESCENT,BOITE DE 20,GALENICA,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,24.8,15.5,14.74,0.0,,,,ammps
VITAMINE C 1000 MG BOTTU,VITAMINE C (ACIDE ASCORBIQUE),1000 MG,COMPRIMES EFFERVESCENTS,BOITE DE 1 TUBE DE 10,BOTTU,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,14.3,8.9,8.51,0.0,,,,ammps
VITAMINE D3 B.O.N.,VITAMINE D3 (CHOLECALCIFEROL),200 000 UI / ML,SOLUTION INJECTABLE (IM),AMPOULE DE 1 ML BOITE UNITAIRE,ZENITH PHARMA,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,PP,Commercialisé,AMM ENREGISTREE,19.5,12.2,11.62,0.0,,,,ammps
VITANEVRIL,BENPHOTHIAMINE,,COMPRIME ENROBE,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118000180593,30.8,0.0,cnops
VITANEVRIL FORT,BENFOTIAMINE,100 MG,COMPRIME DRAGEFIE,BOITE DE 30,SYNTHEMEDIC,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,PP,Commercialisé,AMM ENREGISTREE,26.9,16.8,16.02,0.0,,,,ammps
VITATLON 500,ACIDE ASCORBIQUE (VITAMINE C) / ASCORBATE DE SODIUM,250 / 281.3 MG / MG,COMPRIME A CROQUER,1 BOITE 20 COMPRIME A CROQUER,,,GENERIQUE,,,,,,,6118000030478,18.7,0.0,cnops
VITATLON 500,VITAMINE C (ACIDE ASCORBIQUE) // VITAMINE C (ASCORBATE DE SODIUM),"250 MG / 281,30 MG",COMPRIME A CROQUER,BOITE DE 20,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé AO,AMM ENREGISTREE,17.5,10.9,10.4,0.0,,,,ammps
VITATLON PLUS,VITAMINE C (ACIDE ASCORBIQUE) // VITAMINE B6 (PYRIDOXINE CHLORHYDRATE) // VITAMINE B3 (NICOTINAMIDE) // ASPARTATE DE MAGNESIUM,500 MG / 10 MG / 50 MG / 200 MG,COMPRIME EFFERVESCENT,BOITE DE 10,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,26.2,16.3,15.58,0.0,,,,ammps
VITATLON PLUS,VITAMINE C (ACIDE ASCORBIQUE) // VITAMINE B6 (PYRIDOXINE CHLORHYDRATE) // VITAMINE B3 (NICOTINAMIDE) // ASPARTATE DE MAGNESIUM,500 MG / 10 MG / 50 MG / 200 MG,COMPRIME EFFERVESCENT,BOITE DE 20,LAPROPHAN,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Commercialisé,AMM ENREGISTREE,46.7,29.2,27.81,0.0,,,,ammps
VITATLON PLUS,ACIDE ASCORBIQUE (VITAMINE C) / PYRIDOXINE (VITAMINE B6) / NICOTINAMIDE (VIT PP),500 MG / NA / NA,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000032748,50.0,0.0,cnops
VITATLON PLUS,ACIDE ASCORBIQUE (VITAMINE C) / PYRIDOXINE (VITAMINE B6) / NICOTINAMIDE (VIT PP),500 MG / NA / NA,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118010116698,28.0,0.0,cnops
VITATLON PLUS,ACIDE ASCORBIQUE (VITAMINE C) / PYRIDOXINE (VITAMINE B6) / NICOTINAMIDE (VIT PP),500 MG / NA / NA,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT,,,GENERIQUE,,,,,,,6118000032731,28.0,0.0,cnops
VITRIMIX KV *,MULTIPLE,,PREPARATION INJECTABLE POUR PERFUSION,1 BOITE 2 FLACON,,,PRINCEPS,,,,,,,6118001121052,391.9,0.0,cnops
VIVACALCIUM,MULTIPLE,,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE,,,PRINCEPS,,,,,,,6118000012269,26.9,0.0,cnops
VIVACE,DELAPRIL // MANIDIPINE (DICHLORHYDRATE),30 MG / 10 MG,COMPRIME SECABLE,BOITE DE 28,PROMOPHARM,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,Retiré du Marché,AMM RETIREE,218.0,136.2,129.76,0.0,,,,ammps
VIVALAN,VILOXAZINE,100 MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118001182459,60.7,0.0,cnops
VIVALAN LP,VILOXAZINE,300 MG,COMPRIME LP,1 BOITE 30 COMPRIME,,,PRINCEPS,,,,,,,6118001182466,255.9,0.0,cnops
VIVAMYNE,ASSOCIATION VITAMINIQUE // SELS MINERAUX,-,COMPRIME,BOITE DE 15,SYNTHEMEDIC,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,PP,Non Commercialisé,AMM ENREGISTREE,34.6,21.6,20.58,0.0,,,,ammps
VIVAMYNE MULTI,MULTIVITAMINES ET MINERAUX,,COMPRIME ENROBE,1 BOITE 15 COMPRIME,,,PRINCEPS,,,,,,,6118001020744,37.0,0.0,cnops
VIZARTAN,LOSARTAN (POTASSIQUE),100 MG,COMPRIME PELLICULE,BOITE DE 28,COOPER PHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,102.0,63.7,60.72,0.0,,,,ammps
VIZARTAN,LOSARTAN (POTASSIQUE),100 MG,COMPRIME PELLICULE,BOITE DE 14,COOPER PHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,77.3,48.3,46.04,0.0,,,,ammps
VIZARTAN,LOSARTAN (POTASSIQUE),50 MG,COMPRIME,BOITE DE 14,COOPER PHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,33.0,20.6,19.65,0.0,,,,ammps
VIZARTAN,LOSARTAN (POTASSIQUE),50 MG,COMPRIME,BOITE DE 28,COOPER PHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,58.0,36.2,34.53,0.0,,,,ammps
VOGALENE,METOPIMAZINE,0.001,SUSPENSION BUVABLE,FLACON DE 150 ML,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,26.2,16.4,15.63,0.0,,,,ammps
VOGALENE,METOPIMAZINE,0.004,GOUTTE,FLACON DE 30 ML,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,16.4,10.3,9.79,0.0,,,,ammps
VOGALENE,METOPIMAZINE,0.1 %,SIROP,1 FLACON 150 ML,,,PRINCEPS,,,,,,,6118000081050,28.1,70.0,cnops
VOGALENE,METOPIMAZINE,0.4 %,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 30 ML,,,PRINCEPS,,,,,,,6118000081067,17.6,70.0,cnops
VOGALENE,METOPIMAZINE,10 MG,SOLUTION INJECTABLE,1 BOITE 5 AMPOULE INJECTABLE,,,PRINCEPS,,,,,,,6118000081081,15.6,70.0,cnops
VOGALENE,METOPIMAZINE,10 MG / 1 ML,SOLUTION INJECTABLE,BOITE DE 10 AMPOULES DE 1 ML,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,26.7,16.7,15.91,0.0,,,,ammps
VOGALENE,METOPIMAZINE,10 MG / 1 ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 1 ML,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,14.6,9.1,8.68,0.0,,,,ammps
VOGALENE,METOPIMAZINE,15 MG,GELULE,BOITE DE 20,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé Export,AMM ENREGISTREE,42.2,26.4,25.12,0.0,,,,ammps
VOGALENE,METOPIMAZINE,5 MG,SUPPOSITOIRE,BOITE DE 10,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,10.6,6.6,6.29,0.0,6118000081074,11.3,70.0,ammps+cnops
VOGASET,ONDANSETRON,4 MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118000081845,65.0,70.0,cnops
VOGASET,ONDANSETRON,4 MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 1 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118000081852,318.0,70.0,cnops
VOGASET,ONDANSETRON (CHLOHYDRATE),4 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 1,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,60.7,38.0,36.16,0.0,,,,ammps
VOGASET,ONDANSETRON (CHLOHYDRATE),4 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 5,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,297.0,197.8,188.41,0.0,,,,ammps
VOGASET,ONDANSETRON (CHLOHYDRATE),8 MG,COMPRIME PELLICULE,BOITE DE 10,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,301.0,200.0,191.05,0.0,,,,ammps
VOGASET,ONDANSETRON,8 MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 5 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118000081876,484.0,70.0,cnops
VOGASET,ONDANSETRON,8 MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 5 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118000081869,99.0,70.0,cnops
VOGASET,ONDANSETRON (CHLOHYDRATE),8 MG / 4 ML,SOLUTION INJECTABLE,BOITE DE 1,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,92.5,57.8,55.07,0.0,,,,ammps
VOGASET,ONDANSETRON (CHLOHYDRATE),8 MG / 4 ML,SOLUTION INJECTABLE,BOITE DE 5,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,452.0,301.0,286.68,0.0,,,,ammps
VOLMAX,SALBUTAMOL,4 MG,COMPRIME LP,1 BOITE 14 COMPRIME,,,PRINCEPS,,,,,,,6118001141302,57.6,70.0,cnops
VOLMAX,SALBUTAMOL,8 MG,COMPRIME LP,1 BOITE 14 COMPRIME,,,PRINCEPS,,,,,,,6118001141326,69.2,70.0,cnops
VOLTARENE,DICLOFENAC (SODIQUE),100 MG,SUPPOSITOIRE,BOITE DE 10,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,48.6,30.4,28.93,0.0,6118000220169,37.8,70.0,ammps+cnops
VOLTARENE,DICLOFENAC (SODIQUE),100 MG,SUPPOSITOIRE,BOITE DE 5,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,25.2,15.8,15.02,0.0,6118000220169,37.8,70.0,ammps+cnops
VOLTARENE,DICLOFENAC (SODIQUE),"12,5 MG",SUPPOSITOIRE,BOITE DE 10,NOVARTIS PHARMA,,PP,Retiré du Marché,AMM RETIREE,11.7,7.3,6.51,0.0,6118000220251,11.7,70.0,ammps+cnops
VOLTARENE,DICLOFENAC,25 MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 30 COMPRIME DRAGEFIE,,,PRINCEPS,,,,,,,6118000220190,27.0,70.0,cnops
VOLTARENE,DICLOFENAC (SODIQUE),25 MG,COMPRIME PELLICULE,BOITE DE 30,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,33.1,20.7,19.72,0.0,,,,ammps
VOLTARENE,DICLOFENAC (SODIQUE),25 MG,SUPPOSITOIRE,BOITE DE 10,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,15.3,9.6,9.12,0.0,6118000220176,13.4,70.0,ammps+cnops
VOLTARENE,DICLOFENAC,50 MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 30 COMPRIME DRAGEFIE,,,PRINCEPS,,,,,,,6118000220183,52.3,70.0,cnops
VOLTARENE,DICLOFENAC (SODIQUE),50 MG,COMPRIME PELLICULE,BOITE DE 30,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,62.4,39.0,37.16,0.0,,,,ammps
VOLTARENE,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 2 AMPOULE DE 3 ML,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,21.8,13.6,12.96,0.0,6118001030392,15.9,70.0,ammps+cnops
VOLTARENE,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 2 AMPOULE DE 3 ML,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,21.8,13.6,12.96,0.0,6118001030385,39.8,70.0,ammps+cnops
VOLTARENE,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 5 AMPOULE DE 3 ML,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,52.6,32.9,31.32,0.0,6118001030392,15.9,70.0,ammps+cnops
VOLTARENE,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 5 AMPOULE DE 3 ML,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,52.6,32.9,31.32,0.0,6118001030385,39.8,70.0,ammps+cnops
VOLTARENE 0.1%,DICLOFENAC,1 MG,COLLYRE,1 FLACON 5 ML,,,PRINCEPS,,,,,,,6118001030811,47.0,0.0,cnops
VOLTARENE 100 MG,DICLOFENAC,100 MG,SUPPOSITOIRE,1 BOITE 5 SUPPOSITOIRE,,,PRINCEPS,,,,,,,6118010118425,27.0,70.0,cnops
VOLTARENE 100 MG,DICLOFENAC,100 MG,SUPPOSITOIRE,1 BOITE 5 SUPPOSITOIRE,,,PRINCEPS,,,,,,,6118000220404,27.0,70.0,cnops
VOLTARENE EMULGEL,DICLOFENAC (DIETHYLAMINE),0.01,GEL EMULSION,TUBE DE 100 G,GSK,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Non Commercialisé,AMM ENREGISTREE,56.1,35.0,33.38,0.0,,,,ammps
VOLTARENE EMULGEL,DICLOFENAC (DIETHYLAMINE),0.01,GEL EMULSION,TUBE DE 50 G,SOTHEMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,41.9,26.2,24.97,0.0,,,,ammps
VOLTARENE EMULGEL,DICLOFENAC (DIETHYLAMINE),0.01,GEL EMULSION,TUBE DE 20 G,GSK,,PP,Retiré du Marché,AMM RETIREE,23.7,14.8,13.2,0.0,,,,ammps
VOLTARENE EMULGEL,DICLOFENAC,1 %,GEL,1 TUBE 20 G,,,PRINCEPS,,,,,,,6118000220206,34.2,0.0,cnops
VOLTARENE EMULGEL,DICLOFENAC,1 %,GEL,1 TUBE 20 G,,,PRINCEPS,,,,,,,6118000220213,57.0,0.0,cnops
VOLTARENE LP,DICLOFENAC,100 MG,COMPRIME LP,1 BOITE 10 COMPRIME,,,PRINCEPS,,,,,,,6118001030040,51.2,70.0,cnops
VOLTARENE LP,DICLOFENAC (SODIQUE),100 MG,COMPRIME PELLICULE,BOITE DE 10,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,48.0,30.0,28.55,0.0,,,,ammps
VOLTARENE SR,DICLOFENAC (SODIQUE),75 MG,COMPRIME ENROBE,BOITE DE 20,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,58.4,36.5,34.77,0.0,,,,ammps
VOLTARENE SR,DICLOFENAC,75 MG,COMPRIME LP,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118001030408,52.2,70.0,cnops
VOLTFAST,DICLOFENAC (POTASSIQUE),50 MG,SACHET,BOITE DE 9,NOVARTIS PHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,37.7,23.5,22.43,0.0,,,,ammps
VOLTFAST 50 MG,DICLOFENAC,50 MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 9 SACHET,,,PRINCEPS,,,,,,,6118001031016,49.7,0.0,cnops
VOLUVEN,HYDROXYETHYLAMIDON 130 000 // CHLORURE DE SODIUM,0.06,SOLUTION POUR PERFUSION,POCHE DE 500 ML,POLYMEDIC,ANESTHESIE-REANIMATION,PP,Non Commercialisé,AMM ENREGISTREE,144.8,90.5,86.18,0.0,,,,ammps
VOLUVEN,HYDROXYLETHYLAMIDON / CHLORURE DE SODIUM,6 %,SOLUTION POUR PERFUSION,1 POCHE 500 ML,,,PRINCEPS,,,,,,,6118001200894,124.5,0.0,cnops
VOMISTOP,METOCLOPRAMIDE,"0,240 G / 100 ML",SOLUTION BUVABLE EN GOUTTES,FLACON DE 45 ML,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,10.3,6.4,6.12,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,0.001,SOLUTION BUVABLE,FLACON DE 130 ML,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,10.3,6.4,6.12,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,10 MG,COMPRIME,BOITE DE 40,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,13.1,8.2,7.79,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,10 MG,SUPPOSITOIRE,BOITE DE 10,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,8.4,5.3,5.01,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,10 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 12 AMPOULES,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,20.6,12.9,12.26,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,10 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,12.9,8.0,7.66,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,10 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 90,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
VOMISTOP,METOCLOPRAMIDE,20 MG,SUPPOSITOIRE,BOITE DE 10,PHARMA 5,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,12.1,7.6,7.23,0.0,,,,ammps
VOMISTOP 0.1 %,METOCLOPRAMIDE,0.1 %,SOLUTION BUVABLE,1 FLACON 130 ML,,,GENERIQUE,,,,,,,6118000091967,11.0,0.0,cnops
VOMISTOP 10 MG,METOCLOPRAMIDE,10 MG,COMPRIME,1 BOITE 40 COMPRIME,,,GENERIQUE,,,,,,,6118000091943,14.0,0.0,cnops
VOMISTOP 10 MG,METOCLOPRAMIDE,10 MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,,,GENERIQUE,,,,,,,6118000091950,9.0,0.0,cnops
VOMISTOP 20 MG,METOCLOPRAMIDE,20 MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,,,GENERIQUE,,,,,,,6118000091929,13.0,0.0,cnops
VONAZ,VORICONAZOLE,200 MG,POUDRE LYOPHILISEE POUR SOLUTION POUR PERFUSION,BOITE D'UN FLACON,HEMOLAB PHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,690.0,458.0,437.02,0.0,,,,ammps
VORICONAZOLE MYLAN,VORICONAZOLE,200 MG,COMPRIME PELLICULE,BOITE DE 15,VIATRIS PHARMACEUTICALS,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,2076.0,1828.0,1741.37,0.0,,,,ammps
